full_date,year,quarter,month,month_number,day_name,is_weekend,seasons,festival season
09.02.2025,2025,Q1,February,2,Sunday,Yes,Winter,Regular
10.02.2025,2025,Q1,February,2,Monday,No,Winter,Regular
11.02.2025,2025,Q1,February,2,Tuesday,No,Winter,Regular
12.02.2025,2025,Q1,February,2,Wednesday,No,Winter,Regular
13.02.2025,2025,Q1,February,2,Thursday,No,Winter,Regular
14.02.2025,2025,Q1,February,2,Friday,No,Winter,Regular
15.02.2025,2025,Q1,February,2,Saturday,Yes,Winter,Regular
16.02.2025,2025,Q1,February,2,Sunday,Yes,Winter,Regular
17.02.2025,2025,Q1,February,2,Monday,No,Winter,Regular
18.02.2025,2025,Q1,February,2,Tuesday,No,Winter,Regular
19.02.2025,2025,Q1,February,2,Wednesday,No,Winter,Regular
20.02.2025,2025,Q1,February,2,Thursday,No,Winter,Regular
21.02.2025,2025,Q1,February,2,Friday,No,Winter,Regular
22.02.2025,2025,Q1,February,2,Saturday,Yes,Winter,Regular
23.02.2025,2025,Q1,February,2,Sunday,Yes,Winter,Regular
24.02.2025,2025,Q1,February,2,Monday,No,Winter,Regular
25.02.2025,2025,Q1,February,2,Tuesday,No,Winter,Regular
26.02.2025,2025,Q1,February,2,Wednesday,No,Winter,Regular
27.02.2025,2025,Q1,February,2,Thursday,No,Winter,Regular
28.02.2025,2025,Q1,February,2,Friday,No,Winter,Regular
01.03.2025,2025,Q1,March,3,Saturday,Yes,Summer,Regular
02.03.2025,2025,Q1,March,3,Sunday,Yes,Summer,Regular
03.03.2025,2025,Q1,March,3,Monday,No,Summer,Regular
04.03.2025,2025,Q1,March,3,Tuesday,No,Summer,Regular
05.03.2025,2025,Q1,March,3,Wednesday,No,Summer,Regular
06.03.2025,2025,Q1,March,3,Thursday,No,Summer,Regular
07.03.2025,2025,Q1,March,3,Friday,No,Summer,Regular
08.03.2025,2025,Q1,March,3,Saturday,Yes,Summer,Regular
09.03.2025,2025,Q1,March,3,Sunday,Yes,Summer,Regular
10.03.2025,2025,Q1,March,3,Monday,No,Summer,Regular
11.03.2025,2025,Q1,March,3,Tuesday,No,Summer,Regular
12.03.2025,2025,Q1,March,3,Wednesday,No,Summer,Regular
13.03.2025,2025,Q1,March,3,Thursday,No,Summer,Regular
14.03.2025,2025,Q1,March,3,Friday,No,Summer,Regular
15.03.2025,2025,Q1,March,3,Saturday,Yes,Summer,Regular
16.03.2025,2025,Q1,March,3,Sunday,Yes,Summer,Regular
17.03.2025,2025,Q1,March,3,Monday,No,Summer,Regular
18.03.2025,2025,Q1,March,3,Tuesday,No,Summer,Regular
19.03.2025,2025,Q1,March,3,Wednesday,No,Summer,Regular
20.03.2025,2025,Q1,March,3,Thursday,No,Summer,Regular
21.03.2025,2025,Q1,March,3,Friday,No,Summer,Regular
22.03.2025,2025,Q1,March,3,Saturday,Yes,Summer,Regular
23.03.2025,2025,Q1,March,3,Sunday,Yes,Summer,Regular
24.03.2025,2025,Q1,March,3,Monday,No,Summer,Regular
25.03.2025,2025,Q1,March,3,Tuesday,No,Summer,Regular
26.03.2025,2025,Q1,March,3,Wednesday,No,Summer,Regular
27.03.2025,2025,Q1,March,3,Thursday,No,Summer,Regular
28.03.2025,2025,Q1,March,3,Friday,No,Summer,Regular
29.03.2025,2025,Q1,March,3,Saturday,Yes,Summer,Regular
30.03.2025,2025,Q1,March,3,Sunday,Yes,Summer,Regular
31.03.2025,2025,Q1,March,3,Monday,No,Summer,Regular
01.04.2025,2025,Q2,April,4,Tuesday,No,Summer,Regular
02.04.2025,2025,Q2,April,4,Wednesday,No,Summer,Regular
03.04.2025,2025,Q2,April,4,Thursday,No,Summer,Regular
04.04.2025,2025,Q2,April,4,Friday,No,Summer,Regular
05.04.2025,2025,Q2,April,4,Saturday,Yes,Summer,Regular
06.04.2025,2025,Q2,April,4,Sunday,Yes,Summer,Regular
07.04.2025,2025,Q2,April,4,Monday,No,Summer,Regular
08.04.2025,2025,Q2,April,4,Tuesday,No,Summer,Regular
09.04.2025,2025,Q2,April,4,Wednesday,No,Summer,Regular
10.04.2025,2025,Q2,April,4,Thursday,No,Summer,Regular
11.04.2025,2025,Q2,April,4,Friday,No,Summer,Regular
12.04.2025,2025,Q2,April,4,Saturday,Yes,Summer,Regular
13.04.2025,2025,Q2,April,4,Sunday,Yes,Summer,Regular
14.04.2025,2025,Q2,April,4,Monday,No,Summer,Regular
15.04.2025,2025,Q2,April,4,Tuesday,No,Summer,Regular
16.04.2025,2025,Q2,April,4,Wednesday,No,Summer,Regular
17.04.2025,2025,Q2,April,4,Thursday,No,Summer,Regular
18.04.2025,2025,Q2,April,4,Friday,No,Summer,Regular
19.04.2025,2025,Q2,April,4,Saturday,Yes,Summer,Regular
20.04.2025,2025,Q2,April,4,Sunday,Yes,Summer,Regular
21.04.2025,2025,Q2,April,4,Monday,No,Summer,Regular
22.04.2025,2025,Q2,April,4,Tuesday,No,Summer,Regular
23.04.2025,2025,Q2,April,4,Wednesday,No,Summer,Regular
24.04.2025,2025,Q2,April,4,Thursday,No,Summer,Regular
25.04.2025,2025,Q2,April,4,Friday,No,Summer,Regular
26.04.2025,2025,Q2,April,4,Saturday,Yes,Summer,Regular
27.04.2025,2025,Q2,April,4,Sunday,Yes,Summer,Regular
28.04.2025,2025,Q2,April,4,Monday,No,Summer,Regular
29.04.2025,2025,Q2,April,4,Tuesday,No,Summer,Regular
30.04.2025,2025,Q2,April,4,Wednesday,No,Summer,Regular
01.05.2025,2025,Q2,May,5,Thursday,No,Summer,Regular
02.05.2025,2025,Q2,May,5,Friday,No,Summer,Regular
03.05.2025,2025,Q2,May,5,Saturday,Yes,Summer,Regular
04.05.2025,2025,Q2,May,5,Sunday,Yes,Summer,Regular
05.05.2025,2025,Q2,May,5,Monday,No,Summer,Regular
06.05.2025,2025,Q2,May,5,Tuesday,No,Summer,Regular
05.07.2025,2025,Q2,May,5,Wednesday,No,Monsoon,Regular
08.05.2025,2025,Q2,May,5,Thursday,No,Summer,Regular
09.05.2025,2025,Q2,May,5,Friday,No,Summer,Regular
10.05.2025,2025,Q2,May,5,Saturday,Yes,Summer,Regular
11.05.2025,2025,Q2,May,5,Sunday,Yes,Summer,Regular
12.05.2025,2025,Q2,May,5,Monday,No,Summer,Regular
13.05.2025,2025,Q2,May,5,Tuesday,No,Summer,Regular
14.05.2025,2025,Q2,May,5,Wednesday,No,Summer,Regular
15.05.2025,2025,Q2,May,5,Thursday,No,Summer,Regular
16.05.2025,2025,Q2,May,5,Friday,No,Summer,Regular
17.05.2025,2025,Q2,May,5,Saturday,Yes,Summer,Regular
18.05.2025,2025,Q2,May,5,Sunday,Yes,Summer,Regular
19.05.2025,2025,Q2,May,5,Monday,No,Summer,Regular
20.05.2025,2025,Q2,May,5,Tuesday,No,Summer,Regular
21.05.2025,2025,Q2,May,5,Wednesday,No,Summer,Regular
22.05.2025,2025,Q2,May,5,Thursday,No,Summer,Regular
23.05.2025,2025,Q2,May,5,Friday,No,Summer,Regular
24.05.2025,2025,Q2,May,5,Saturday,Yes,Summer,Regular
25.05.2025,2025,Q2,May,5,Sunday,Yes,Summer,Regular
26.05.2025,2025,Q2,May,5,Monday,No,Summer,Regular
27.05.2025,2025,Q2,May,5,Tuesday,No,Summer,Regular
28.05.2025,2025,Q2,May,5,Wednesday,No,Summer,Regular
29.05.2025,2025,Q2,May,5,Thursday,No,Summer,Regular
30.05.2025,2025,Q2,May,5,Friday,No,Summer,Regular
31.05.2025,2025,Q2,May,5,Saturday,Yes,Summer,Regular
01.06.2025,2025,Q2,June,6,Sunday,Yes,Monsoon,Regular
02.06.2025,2025,Q2,June,6,Monday,No,Monsoon,Regular
03.06.2025,2025,Q2,June,6,Tuesday,No,Monsoon,Regular
04.06.2025,2025,Q2,June,6,Wednesday,No,Monsoon,Regular
05.06.2025,2025,Q2,June,6,Thursday,No,Monsoon,Regular
06.06.2025,2025,Q2,June,6,Friday,No,Monsoon,Regular
07.06.2025,2025,Q2,June,6,Saturday,Yes,Monsoon,Regular
08.06.2025,2025,Q2,June,6,Sunday,Yes,Monsoon,Regular
09.06.2025,2025,Q2,June,6,Monday,No,Monsoon,Regular
10.06.2025,2025,Q2,June,6,Tuesday,No,Monsoon,Regular
11.06.2025,2025,Q2,June,6,Wednesday,No,Monsoon,Regular
12.06.2025,2025,Q2,June,6,Thursday,No,Monsoon,Regular
13.06.2025,2025,Q2,June,6,Friday,No,Monsoon,Regular
14.06.2025,2025,Q2,June,6,Saturday,Yes,Monsoon,Regular
15.06.2025,2025,Q2,June,6,Sunday,Yes,Monsoon,Regular
16.06.2025,2025,Q2,June,6,Monday,No,Monsoon,Regular
17.06.2025,2025,Q2,June,6,Tuesday,No,Monsoon,Regular
18.06.2025,2025,Q2,June,6,Wednesday,No,Monsoon,Regular
19.06.2025,2025,Q2,June,6,Thursday,No,Monsoon,Regular
20.06.2025,2025,Q2,June,6,Friday,No,Monsoon,Regular
21.06.2025,2025,Q2,June,6,Saturday,Yes,Monsoon,Regular
22.06.2025,2025,Q2,June,6,Sunday,Yes,Monsoon,Regular
23.06.2025,2025,Q2,June,6,Monday,No,Monsoon,Regular
24.06.2025,2025,Q2,June,6,Tuesday,No,Monsoon,Regular
25.06.2025,2025,Q2,June,6,Wednesday,No,Monsoon,Regular
26.06.2025,2025,Q2,June,6,Thursday,No,Monsoon,Regular
27.06.2025,2025,Q2,June,6,Friday,No,Monsoon,Regular
28.06.2025,2025,Q2,June,6,Saturday,Yes,Monsoon,Regular
29.06.2025,2025,Q2,June,6,Sunday,Yes,Monsoon,Regular
30.06.2025,2025,Q2,June,6,Monday,No,Monsoon,Regular
01.07.2025,2025,Q3,July,7,Tuesday,No,Monsoon,Regular
02.07.2025,2025,Q3,July,7,Wednesday,No,Monsoon,Regular
03.07.2025,2025,Q3,July,7,Thursday,No,Monsoon,Regular
04.07.2025,2025,Q3,July,7,Friday,No,Monsoon,Regular
06.07.2025,2025,Q3,July,7,Sunday,Yes,Monsoon,Regular
07.07.2025,2025,Q3,July,7,Monday,No,Monsoon,Regular
08.07.2025,2025,Q3,July,7,Tuesday,No,Monsoon,Regular
09.07.2025,2025,Q3,July,7,Wednesday,No,Monsoon,Regular
10.07.2025,2025,Q3,July,7,Thursday,No,Monsoon,Regular
11.07.2025,2025,Q3,July,7,Friday,No,Monsoon,Regular
12.07.2025,2025,Q3,July,7,Saturday,Yes,Monsoon,Regular
13.07.2025,2025,Q3,July,7,Sunday,Yes,Monsoon,Regular
14.07.2025,2025,Q3,July,7,Monday,No,Monsoon,Regular
15.07.2025,2025,Q3,July,7,Tuesday,No,Monsoon,Regular
16.07.2025,2025,Q3,July,7,Wednesday,No,Monsoon,Regular
17.07.2025,2025,Q3,July,7,Thursday,No,Monsoon,Regular
18.07.2025,2025,Q3,July,7,Friday,No,Monsoon,Regular
19.07.2025,2025,Q3,July,7,Saturday,Yes,Monsoon,Regular
20.07.2025,2025,Q3,July,7,Sunday,Yes,Monsoon,Regular
21.07.2025,2025,Q3,July,7,Monday,No,Monsoon,Regular
22.07.2025,2025,Q3,July,7,Tuesday,No,Monsoon,Regular
23.07.2025,2025,Q3,July,7,Wednesday,No,Monsoon,Regular
24.07.2025,2025,Q3,July,7,Thursday,No,Monsoon,Regular
25.07.2025,2025,Q3,July,7,Friday,No,Monsoon,Regular
26.07.2025,2025,Q3,July,7,Saturday,Yes,Monsoon,Regular
27.07.2025,2025,Q3,July,7,Sunday,Yes,Monsoon,Regular
28.07.2025,2025,Q3,July,7,Monday,No,Monsoon,Regular
29.07.2025,2025,Q3,July,7,Tuesday,No,Monsoon,Regular
30.07.2025,2025,Q3,July,7,Wednesday,No,Monsoon,Regular
31.07.2025,2025,Q3,July,7,Thursday,No,Monsoon,Regular
01.08.2025,2025,Q3,August,8,Friday,No,Monsoon,Regular
02.08.2025,2025,Q3,August,8,Saturday,Yes,Monsoon,Regular
03.08.2025,2025,Q3,August,8,Sunday,Yes,Monsoon,Regular
04.08.2025,2025,Q3,August,8,Monday,No,Monsoon,Regular
05.08.2025,2025,Q3,August,8,Tuesday,No,Monsoon,Regular
06.08.2025,2025,Q3,August,8,Wednesday,No,Monsoon,Regular
07.08.2025,2025,Q3,August,8,Thursday,No,Monsoon,Regular
08.08.2025,2025,Q3,August,8,Friday,No,Monsoon,Regular
09.08.2025,2025,Q3,August,8,Saturday,Yes,Monsoon,Regular
10.08.2025,2025,Q3,August,8,Sunday,Yes,Monsoon,Regular
11.08.2025,2025,Q3,August,8,Monday,No,Monsoon,Regular
12.08.2025,2025,Q3,August,8,Tuesday,No,Monsoon,Regular
13.08.2025,2025,Q3,August,8,Wednesday,No,Monsoon,Regular
14.08.2025,2025,Q3,August,8,Thursday,No,Monsoon,Regular
15.08.2025,2025,Q3,August,8,Friday,No,Monsoon,Regular
16.08.2025,2025,Q3,August,8,Saturday,Yes,Monsoon,Regular
17.08.2025,2025,Q3,August,8,Sunday,Yes,Monsoon,Regular
18.08.2025,2025,Q3,August,8,Monday,No,Monsoon,Regular
19.08.2025,2025,Q3,August,8,Tuesday,No,Monsoon,Regular
20.08.2025,2025,Q3,August,8,Wednesday,No,Monsoon,Regular
21.08.2025,2025,Q3,August,8,Thursday,No,Monsoon,Regular
22.08.2025,2025,Q3,August,8,Friday,No,Monsoon,Regular
23.08.2025,2025,Q3,August,8,Saturday,Yes,Monsoon,Regular
24.08.2025,2025,Q3,August,8,Sunday,Yes,Monsoon,Regular
25.08.2025,2025,Q3,August,8,Monday,No,Monsoon,Regular
26.08.2025,2025,Q3,August,8,Tuesday,No,Monsoon,Regular
27.08.2025,2025,Q3,August,8,Wednesday,No,Monsoon,Regular
28.08.2025,2025,Q3,August,8,Thursday,No,Monsoon,Regular
29.08.2025,2025,Q3,August,8,Friday,No,Monsoon,Regular
30.08.2025,2025,Q3,August,8,Saturday,Yes,Monsoon,Regular
31.08.2025,2025,Q3,August,8,Sunday,Yes,Monsoon,Regular
01.09.2025,2025,Q3,September,9,Monday,No,Monsoon,Regular
02.09.2025,2025,Q3,September,9,Tuesday,No,Monsoon,Regular
03.09.2025,2025,Q3,September,9,Wednesday,No,Monsoon,Regular
04.09.2025,2025,Q3,September,9,Thursday,No,Monsoon,Regular
05.09.2025,2025,Q3,September,9,Friday,No,Monsoon,Regular
06.09.2025,2025,Q3,September,9,Saturday,Yes,Monsoon,Regular
07.09.2025,2025,Q3,September,9,Sunday,Yes,Monsoon,Regular
08.09.2025,2025,Q3,September,9,Monday,No,Monsoon,Regular
09.09.2025,2025,Q3,September,9,Tuesday,No,Monsoon,Regular
10.09.2025,2025,Q3,September,9,Wednesday,No,Monsoon,Regular
11.09.2025,2025,Q3,September,9,Thursday,No,Monsoon,Regular
12.09.2025,2025,Q3,September,9,Friday,No,Monsoon,Regular
13.09.2025,2025,Q3,September,9,Saturday,Yes,Monsoon,Regular
14.09.2025,2025,Q3,September,9,Sunday,Yes,Monsoon,Regular
15.09.2025,2025,Q3,September,9,Monday,No,Monsoon,Regular
16.09.2025,2025,Q3,September,9,Tuesday,No,Monsoon,Regular
17.09.2025,2025,Q3,September,9,Wednesday,No,Monsoon,Regular
18.09.2025,2025,Q3,September,9,Thursday,No,Monsoon,Regular
19.09.2025,2025,Q3,September,9,Friday,No,Monsoon,Regular
20.09.2025,2025,Q3,September,9,Saturday,Yes,Monsoon,Regular
21.09.2025,2025,Q3,September,9,Sunday,Yes,Monsoon,Regular
22.09.2025,2025,Q3,September,9,Monday,No,Monsoon,Regular
23.09.2025,2025,Q3,September,9,Tuesday,No,Monsoon,Regular
24.09.2025,2025,Q3,September,9,Wednesday,No,Monsoon,Regular
25.09.2025,2025,Q3,September,9,Thursday,No,Monsoon,Regular
26.09.2025,2025,Q3,September,9,Friday,No,Monsoon,Regular
27.09.2025,2025,Q3,September,9,Saturday,Yes,Monsoon,Regular
28.09.2025,2025,Q3,September,9,Sunday,Yes,Monsoon,Regular
29.09.2025,2025,Q3,September,9,Monday,No,Monsoon,Regular
30.09.2025,2025,Q3,September,9,Tuesday,No,Monsoon,Regular
01.10.2025,2025,Q4,October,10,Wednesday,No,Autumn,Festive
02.10.2025,2025,Q4,October,10,Thursday,No,Autumn,Festive
03.10.2025,2025,Q4,October,10,Friday,No,Autumn,Festive
04.10.2025,2025,Q4,October,10,Saturday,Yes,Autumn,Festive
05.10.2025,2025,Q4,October,10,Sunday,Yes,Autumn,Festive
06.10.2025,2025,Q4,October,10,Monday,No,Autumn,Festive
07.10.2025,2025,Q4,October,10,Tuesday,No,Autumn,Festive
08.10.2025,2025,Q4,October,10,Wednesday,No,Autumn,Festive
09.10.2025,2025,Q4,October,10,Thursday,No,Autumn,Festive
10.10.2025,2025,Q4,October,10,Friday,No,Autumn,Festive
11.10.2025,2025,Q4,October,10,Saturday,Yes,Autumn,Festive
10.12.2025,2025,Q4,October,10,Sunday,Yes,Winter,Festive
13.10.2025,2025,Q4,October,10,Monday,No,Autumn,Festive
14.10.2025,2025,Q4,October,10,Tuesday,No,Autumn,Festive
15.10.2025,2025,Q4,October,10,Wednesday,No,Autumn,Festive
16.10.2025,2025,Q4,October,10,Thursday,No,Autumn,Festive
17.10.2025,2025,Q4,October,10,Friday,No,Autumn,Festive
18.10.2025,2025,Q4,October,10,Saturday,Yes,Autumn,Festive
19.10.2025,2025,Q4,October,10,Sunday,Yes,Autumn,Festive
20.10.2025,2025,Q4,October,10,Monday,No,Autumn,Festive
21.10.2025,2025,Q4,October,10,Tuesday,No,Autumn,Festive
22.10.2025,2025,Q4,October,10,Wednesday,No,Autumn,Festive
23.10.2025,2025,Q4,October,10,Thursday,No,Autumn,Festive
24.10.2025,2025,Q4,October,10,Friday,No,Autumn,Festive
25.10.2025,2025,Q4,October,10,Saturday,Yes,Autumn,Festive
26.10.2025,2025,Q4,October,10,Sunday,Yes,Autumn,Festive
27.10.2025,2025,Q4,October,10,Monday,No,Autumn,Festive
28.10.2025,2025,Q4,October,10,Tuesday,No,Autumn,Festive
29.10.2025,2025,Q4,October,10,Wednesday,No,Autumn,Festive
30.10.2025,2025,Q4,October,10,Thursday,No,Autumn,Festive
31.10.2025,2025,Q4,October,10,Friday,No,Autumn,Festive
01.11.2025,2025,Q4,November,11,Saturday,Yes,Autumn,Festive
02.11.2025,2025,Q4,November,11,Sunday,Yes,Autumn,Festive
03.11.2025,2025,Q4,November,11,Monday,No,Autumn,Festive
04.11.2025,2025,Q4,November,11,Tuesday,No,Autumn,Festive
05.11.2025,2025,Q4,November,11,Wednesday,No,Autumn,Festive
06.11.2025,2025,Q4,November,11,Thursday,No,Autumn,Festive
07.11.2025,2025,Q4,November,11,Friday,No,Autumn,Festive
08.11.2025,2025,Q4,November,11,Saturday,Yes,Autumn,Festive
09.11.2025,2025,Q4,November,11,Sunday,Yes,Autumn,Festive
11.11.2025,2025,Q4,November,11,Tuesday,No,Autumn,Festive
12.11.2025,2025,Q4,November,11,Wednesday,No,Autumn,Festive
13.11.2025,2025,Q4,November,11,Thursday,No,Autumn,Festive
14.11.2025,2025,Q4,November,11,Friday,No,Autumn,Festive
15.11.2025,2025,Q4,November,11,Saturday,Yes,Autumn,Festive
16.11.2025,2025,Q4,November,11,Sunday,Yes,Autumn,Festive
17.11.2025,2025,Q4,November,11,Monday,No,Autumn,Festive
18.11.2025,2025,Q4,November,11,Tuesday,No,Autumn,Festive
19.11.2025,2025,Q4,November,11,Wednesday,No,Autumn,Festive
20.11.2025,2025,Q4,November,11,Thursday,No,Autumn,Festive
21.11.2025,2025,Q4,November,11,Friday,No,Autumn,Festive
22.11.2025,2025,Q4,November,11,Saturday,Yes,Autumn,Festive
23.11.2025,2025,Q4,November,11,Sunday,Yes,Autumn,Festive
24.11.2025,2025,Q4,November,11,Monday,No,Autumn,Festive
25.11.2025,2025,Q4,November,11,Tuesday,No,Autumn,Festive
26.11.2025,2025,Q4,November,11,Wednesday,No,Autumn,Festive
27.11.2025,2025,Q4,November,11,Thursday,No,Autumn,Festive
28.11.2025,2025,Q4,November,11,Friday,No,Autumn,Festive
29.11.2025,2025,Q4,November,11,Saturday,Yes,Autumn,Festive
30.11.2025,2025,Q4,November,11,Sunday,Yes,Autumn,Festive
01.12.2025,2025,Q4,December,12,Monday,No,Winter,Festive
02.12.2025,2025,Q4,December,12,Tuesday,No,Winter,Festive
03.12.2025,2025,Q4,December,12,Wednesday,No,Winter,Festive
04.12.2025,2025,Q4,December,12,Thursday,No,Winter,Festive
05.12.2025,2025,Q4,December,12,Friday,No,Winter,Festive
06.12.2025,2025,Q4,December,12,Saturday,Yes,Winter,Festive
07.12.2025,2025,Q4,December,12,Sunday,Yes,Winter,Festive
08.12.2025,2025,Q4,December,12,Monday,No,Winter,Festive
11.12.2025,2025,Q4,December,12,Thursday,No,Winter,Festive
12.12.2025,2025,Q4,December,12,Friday,No,Winter,Festive
13.12.2025,2025,Q4,December,12,Saturday,Yes,Winter,Festive
14.12.2025,2025,Q4,December,12,Sunday,Yes,Winter,Festive
15.12.2025,2025,Q4,December,12,Monday,No,Winter,Festive
16.12.2025,2025,Q4,December,12,Tuesday,No,Winter,Festive
17.12.2025,2025,Q4,December,12,Wednesday,No,Winter,Festive
18.12.2025,2025,Q4,December,12,Thursday,No,Winter,Festive
19.12.2025,2025,Q4,December,12,Friday,No,Winter,Festive
20.12.2025,2025,Q4,December,12,Saturday,Yes,Winter,Festive
21.12.2025,2025,Q4,December,12,Sunday,Yes,Winter,Festive
22.12.2025,2025,Q4,December,12,Monday,No,Winter,Festive
23.12.2025,2025,Q4,December,12,Tuesday,No,Winter,Festive
24.12.2025,2025,Q4,December,12,Wednesday,No,Winter,Festive
25.12.2025,2025,Q4,December,12,Thursday,No,Winter,Festive
26.12.2025,2025,Q4,December,12,Friday,No,Winter,Festive
27.12.2025,2025,Q4,December,12,Saturday,Yes,Winter,Festive
28.12.2025,2025,Q4,December,12,Sunday,Yes,Winter,Festive
29.12.2025,2025,Q4,December,12,Monday,No,Winter,Festive
30.12.2025,2025,Q4,December,12,Tuesday,No,Winter,Festive
31.12.2025,2025,Q4,December,12,Wednesday,No,Winter,Festive
