order_id,order_date,order_time,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,sales_amount,payment_method,total_price,order_month,weekdays/weekends,revenue_bucket,order_weekname,order_hourly,hourly_bucket
ORD002648,7/1/2025,9:01:00 PM,CUST00485,PROD0029,STR001,Online,2,7689.93,10,13841.87,UPI,15379.86,July,Weekday,Medium Revenue,Tuesday,21,Evening
ORD002649,12/27/2024,6:53:00 PM,CUST00354,PROD0242,STR007,Online,3,43043.9,10,116218.53,UPI,129131.7,December,Weekday,Very High Revenue,Friday,18,Evening
ORD002650,8/10/2024,9:27:00 AM,CUST01547,PROD0025,STR013,Offline,1,34989.79,0,34989.79,Card,34989.79,August,Weekend,Medium Revenue,Saturday,9,Morning
ORD002651,3/6/2025,6:59:00 PM,CUST00948,PROD0229,STR009,Online,2,44321.07,10,79777.93,UPI,88642.14,March,Weekday,High Revnue,Thursday,18,Evening
ORD002652,1/20/2025,9:03:00 PM,CUST00141,PROD0104,STR012,Offline,5,13045.45,0,65227.25,Cash,65227.25,January,Weekday,High Revnue,Monday,21,Evening
ORD002653,11/21/2025,3:30:00 PM,CUST02274,PROD0248,STR008,Online,4,6525.56,0,26102.24,UPI,26102.24,November,Weekday,Medium Revenue,Friday,15,Afternoon
ORD002654,12/15/2025,2:17:00 PM,CUST02447,PROD0126,STR011,Online,3,4245.04,10,11461.61,UPI,12735.12,December,Weekday,Medium Revenue,Monday,14,Afternoon
ORD002655,12/15/2024,6:34:00 PM,CUST00243,PROD0174,STR003,Offline,3,12897.98,10,34824.55,UPI,38693.94,December,Weekend,Medium Revenue,Sunday,18,Evening
ORD002656,10/30/2024,11:38:00 AM,CUST01371,PROD0186,STR009,Offline,5,29677.52,10,133548.84,Cash,148387.6,October,Weekday,Very High Revenue,Wednesday,11,Morning
ORD002657,3/20/2025,11:43:00 AM,CUST02202,PROD0063,STR006,Offline,1,7714.72,20,6171.78,UPI,7714.72,March,Weekday,Low Revenue,Thursday,11,Morning
ORD002658,4/13/2024,4:27:00 PM,CUST02004,PROD0184,STR004,Offline,5,41156.24,5,195492.14,UPI,205781.2,April,Weekend,Very High Revenue,Saturday,16,Afternoon
ORD002659,1/25/2025,9:50:00 AM,CUST01979,PROD0231,STR006,Online,5,4280.91,10,19264.1,UPI,21404.55,January,Weekend,Medium Revenue,Saturday,9,Morning
ORD002660,4/1/2024,6:15:00 PM,CUST01483,PROD0138,STR015,Online,4,17340.85,20,55490.72,Cash,69363.4,April,Weekday,High Revnue,Monday,18,Evening
ORD002661,9/8/2024,4:44:00 PM,CUST00657,PROD0002,STR003,Offline,2,44634.91,15,75879.35,UPI,89269.82,September,Weekend,High Revnue,Sunday,16,Afternoon
ORD002662,8/24/2025,8:17:00 AM,CUST01419,PROD0150,STR007,Online,4,19730.03,0,78920.12,Cash,78920.12,August,Weekend,High Revnue,Sunday,8,Morning
ORD002663,9/4/2025,10:31:00 AM,CUST01136,PROD0091,STR001,Offline,5,12072.66,15,51308.8,Cash,60363.3,September,Weekday,High Revnue,Thursday,10,Morning
ORD002664,12/21/2024,12:50:00 PM,CUST02155,PROD0193,STR009,Offline,3,13592.15,20,32621.16,Cash,40776.45,December,Weekend,Medium Revenue,Saturday,12,Afternoon
ORD002665,12/15/2025,7:30:00 PM,CUST01552,PROD0151,STR003,Offline,3,41346.88,15,105434.54,UPI,124040.64,December,Weekday,Very High Revenue,Monday,19,Evening
ORD002666,5/18/2024,10:13:00 AM,CUST02227,PROD0141,STR004,Online,1,22996.76,5,21846.92,UPI,22996.76,May,Weekend,Medium Revenue,Saturday,10,Morning
ORD002667,10/6/2024,1:18:00 PM,CUST01486,PROD0163,STR001,Offline,3,28508.18,5,81248.31,Cash,85524.54,October,Weekend,High Revnue,Sunday,13,Afternoon
ORD002668,3/26/2025,5:12:00 PM,CUST00757,PROD0224,STR010,Online,4,27851.81,20,89125.79,Card,111407.24,March,Weekday,High Revnue,Wednesday,17,Evening
ORD002669,12/7/2024,8:05:00 PM,CUST00631,PROD0189,STR014,Offline,5,38925.9,15,165435.07,UPI,194629.5,December,Weekend,Very High Revenue,Saturday,20,Evening
ORD002670,5/16/2025,12:53:00 PM,CUST01202,PROD0110,STR003,Online,2,28843.59,10,51918.46,UPI,57687.18,May,Weekday,High Revnue,Friday,12,Afternoon
ORD002671,3/22/2024,3:12:00 PM,CUST01293,PROD0206,STR009,Online,1,10137.35,10,9123.62,UPI,10137.35,March,Weekday,Low Revenue,Friday,15,Afternoon
ORD002672,7/20/2025,6:35:00 PM,CUST01486,PROD0207,STR012,Offline,4,47829.03,0,191316.12,UPI,191316.12,July,Weekend,Very High Revenue,Sunday,18,Evening
ORD002673,5/29/2024,12:38:00 PM,CUST01908,PROD0069,STR003,Online,1,23053.38,5,21900.71,Card,23053.38,May,Weekday,Medium Revenue,Wednesday,12,Afternoon
ORD002674,9/4/2024,4:10:00 PM,CUST02331,PROD0076,STR008,Offline,3,609.51,0,1828.53,Cash,1828.53,September,Weekday,Low Revenue,Wednesday,16,Afternoon
ORD002675,6/13/2024,5:21:00 PM,CUST00180,PROD0158,STR008,Online,5,15723.74,5,74687.76,Cash,78618.7,June,Weekday,High Revnue,Thursday,17,Evening
ORD002676,7/20/2025,2:19:00 PM,CUST00896,PROD0086,STR013,Offline,4,15143.34,5,57544.69,UPI,60573.36,July,Weekend,High Revnue,Sunday,14,Afternoon
ORD002677,2/6/2024,11:57:00 AM,CUST02032,PROD0220,STR008,Offline,5,24626.68,15,104663.39,Card,123133.4,February,Weekday,Very High Revenue,Tuesday,11,Morning
ORD002678,12/21/2025,6:55:00 PM,CUST01080,PROD0107,STR002,Online,3,2322.88,0,6968.64,Cash,6968.64,December,Weekend,Low Revenue,Sunday,18,Evening
ORD002679,11/3/2024,8:43:00 AM,CUST01669,PROD0248,STR013,Offline,2,6525.56,0,13051.12,UPI,13051.12,November,Weekend,Medium Revenue,Sunday,8,Morning
ORD002680,8/1/2024,5:42:00 PM,CUST02309,PROD0043,STR001,Offline,2,33552.86,20,53684.58,Card,67105.72,August,Weekday,High Revnue,Thursday,17,Evening
ORD002681,10/13/2024,10:16:00 PM,CUST01158,PROD0022,STR007,Offline,4,43001.98,20,137606.34,Card,172007.92,October,Weekend,Very High Revenue,Sunday,22,Evening
ORD002682,12/29/2024,12:36:00 PM,CUST01626,PROD0119,STR001,Offline,2,21798.57,5,41417.28,UPI,43597.14,December,Weekend,Medium Revenue,Sunday,12,Afternoon
ORD002683,7/29/2024,7:52:00 PM,CUST00185,PROD0117,STR001,Offline,3,23611.99,10,63752.37,Cash,70835.97,July,Weekday,High Revnue,Monday,19,Evening
ORD002684,8/28/2025,7:41:00 PM,CUST00640,PROD0028,STR006,Offline,4,36502.66,10,131409.58,UPI,146010.64,August,Weekday,Very High Revenue,Thursday,19,Evening
ORD002685,8/22/2025,10:00:00 PM,CUST01292,PROD0008,STR010,Online,1,45552.61,15,38719.72,Cash,45552.61,August,Weekday,Medium Revenue,Friday,22,Evening
ORD002686,4/28/2025,5:32:00 PM,CUST02347,PROD0249,STR012,Online,5,38507.91,10,173285.6,Cash,192539.55,April,Weekday,Very High Revenue,Monday,17,Evening
ORD002687,11/18/2025,4:52:00 PM,CUST02466,PROD0221,STR002,Offline,5,14209.03,15,60388.38,UPI,71045.15,November,Weekday,High Revnue,Tuesday,16,Afternoon
ORD002688,7/22/2025,10:12:00 PM,CUST02269,PROD0036,STR011,Offline,1,38634.63,20,30907.7,UPI,38634.63,July,Weekday,Medium Revenue,Tuesday,22,Evening
ORD002689,5/26/2024,8:25:00 PM,CUST01419,PROD0024,STR009,Online,3,12351.11,5,35200.66,Cash,37053.33,May,Weekend,Medium Revenue,Sunday,20,Evening
ORD002690,8/30/2024,8:16:00 AM,CUST02342,PROD0227,STR005,Online,5,37159.63,10,167218.34,Card,185798.15,August,Weekday,Very High Revenue,Friday,8,Morning
ORD002691,12/21/2024,3:39:00 PM,CUST02395,PROD0048,STR012,Offline,1,43779.23,0,43779.23,Card,43779.23,December,Weekend,Medium Revenue,Saturday,15,Afternoon
ORD002692,10/5/2024,4:53:00 PM,CUST02180,PROD0096,STR005,Online,3,20597.66,0,61792.98,Cash,61792.98,October,Weekend,High Revnue,Saturday,16,Afternoon
ORD002693,11/14/2024,5:54:00 PM,CUST00365,PROD0155,STR007,Online,2,1567.12,20,2507.39,Card,3134.24,November,Weekday,Low Revenue,Thursday,17,Evening
ORD002694,12/20/2024,8:29:00 AM,CUST01915,PROD0023,STR013,Offline,5,22778.66,0,113893.3,Cash,113893.3,December,Weekday,Very High Revenue,Friday,8,Morning
ORD002695,9/17/2025,1:57:00 PM,CUST01828,PROD0135,STR003,Online,2,34580.03,10,62244.05,Card,69160.06,September,Weekday,High Revnue,Wednesday,13,Afternoon
ORD002696,2/9/2025,11:45:00 AM,CUST02420,PROD0098,STR001,Offline,5,10160.53,5,48262.52,Card,50802.65,February,Weekend,Medium Revenue,Sunday,11,Morning
ORD002697,10/18/2025,9:25:00 PM,CUST00489,PROD0110,STR006,Offline,3,28843.59,0,86530.77,UPI,86530.77,October,Weekend,High Revnue,Saturday,21,Evening
ORD002698,4/9/2025,11:39:00 AM,CUST00801,PROD0112,STR001,Online,3,28889.86,10,78002.62,Card,86669.58,April,Weekday,High Revnue,Wednesday,11,Morning
ORD002699,1/7/2024,3:19:00 PM,CUST01084,PROD0063,STR002,Online,5,7714.72,10,34716.24,Cash,38573.6,January,Weekend,Medium Revenue,Sunday,15,Afternoon
ORD002700,12/26/2025,9:03:00 PM,CUST01645,PROD0210,STR001,Online,1,44751.34,0,44751.34,Cash,44751.34,December,Weekday,Medium Revenue,Friday,21,Evening
ORD002701,5/14/2024,10:31:00 AM,CUST00422,PROD0158,STR002,Offline,2,15723.74,20,25157.98,UPI,31447.48,May,Weekday,Medium Revenue,Tuesday,10,Morning
ORD002702,11/14/2024,9:02:00 AM,CUST00120,PROD0198,STR005,Offline,1,10191.16,15,8662.49,Cash,10191.16,November,Weekday,Low Revenue,Thursday,9,Morning
ORD002703,1/19/2024,3:19:00 PM,CUST01321,PROD0161,STR012,Online,1,32239.94,10,29015.95,Cash,32239.94,January,Weekday,Medium Revenue,Friday,15,Afternoon
ORD002704,1/23/2025,10:53:00 AM,CUST02047,PROD0006,STR005,Offline,4,6848.25,0,27393,Card,27393,January,Weekday,Medium Revenue,Thursday,10,Morning
ORD002705,6/12/2025,4:09:00 PM,CUST00987,PROD0102,STR006,Offline,5,44309.49,0,221547.45,Card,221547.45,June,Weekday,Very High Revenue,Thursday,16,Afternoon
ORD002706,9/20/2024,11:59:00 AM,CUST02012,PROD0047,STR005,Offline,5,34891.52,0,174457.6,UPI,174457.6,September,Weekday,Very High Revenue,Friday,11,Morning
ORD002707,11/29/2025,10:37:00 AM,CUST01551,PROD0006,STR002,Offline,2,6848.25,5,13011.68,Cash,13696.5,November,Weekend,Medium Revenue,Saturday,10,Morning
ORD002708,5/17/2024,1:53:00 PM,CUST02152,PROD0179,STR010,Offline,2,46203.24,10,83165.83,Card,92406.48,May,Weekday,High Revnue,Friday,13,Afternoon
ORD002709,12/8/2025,3:38:00 PM,CUST00106,PROD0117,STR012,Offline,3,23611.99,10,63752.37,Card,70835.97,December,Weekday,High Revnue,Monday,15,Afternoon
ORD002710,9/19/2025,10:07:00 AM,CUST02243,PROD0186,STR006,Online,3,29677.52,10,80129.3,Card,89032.56,September,Weekday,High Revnue,Friday,10,Morning
ORD002711,5/19/2024,8:26:00 PM,CUST01635,PROD0090,STR006,Offline,1,16166,15,13741.1,Cash,16166,May,Weekend,Medium Revenue,Sunday,20,Evening
ORD002712,4/4/2024,10:02:00 AM,CUST00862,PROD0107,STR008,Offline,1,2322.88,10,2090.59,Card,2322.88,April,Weekday,Low Revenue,Thursday,10,Morning
ORD002713,3/1/2024,4:00:00 PM,CUST02259,PROD0237,STR010,Online,3,44306.56,0,132919.68,Card,132919.68,March,Weekday,Very High Revenue,Friday,16,Afternoon
ORD002714,3/12/2025,12:10:00 PM,CUST02368,PROD0233,STR008,Offline,5,14270.21,10,64215.94,Cash,71351.05,March,Weekday,High Revnue,Wednesday,12,Afternoon
ORD002715,8/17/2024,6:14:00 PM,CUST01201,PROD0207,STR005,Offline,3,47829.03,10,129138.38,UPI,143487.09,August,Weekend,Very High Revenue,Saturday,18,Evening
ORD002716,12/18/2025,9:31:00 AM,CUST02147,PROD0149,STR009,Offline,1,24014.23,0,24014.23,Card,24014.23,December,Weekday,Medium Revenue,Thursday,9,Morning
ORD002717,4/15/2024,4:54:00 PM,CUST00405,PROD0121,STR014,Offline,1,33636.41,5,31954.59,Cash,33636.41,April,Weekday,Medium Revenue,Monday,16,Afternoon
ORD002718,10/5/2025,10:01:00 AM,CUST01724,PROD0222,STR001,Offline,4,44745.71,15,152135.41,UPI,178982.84,October,Weekend,Very High Revenue,Sunday,10,Morning
ORD002719,11/4/2024,8:12:00 PM,CUST00384,PROD0247,STR003,Offline,5,42411.88,20,169647.52,Card,212059.4,November,Weekday,Very High Revenue,Monday,20,Evening
ORD002720,1/14/2024,9:04:00 AM,CUST00344,PROD0125,STR015,Offline,5,35036.92,15,148906.91,Card,175184.6,January,Weekend,Very High Revenue,Sunday,9,Morning
ORD002721,8/4/2025,1:53:00 PM,CUST00206,PROD0187,STR010,Offline,1,40128.2,20,32102.56,Cash,40128.2,August,Weekday,Medium Revenue,Monday,13,Afternoon
ORD002722,3/21/2025,8:42:00 AM,CUST01208,PROD0211,STR001,Online,4,49097.87,5,186571.91,Cash,196391.48,March,Weekday,Very High Revenue,Friday,8,Morning
ORD002723,7/29/2024,9:15:00 PM,CUST00533,PROD0139,STR007,Offline,3,49672.37,0,149017.11,Card,149017.11,July,Weekday,Very High Revenue,Monday,21,Evening
ORD002724,10/26/2024,12:57:00 PM,CUST00553,PROD0009,STR011,Online,3,6280.07,0,18840.21,Cash,18840.21,October,Weekend,Medium Revenue,Saturday,12,Afternoon
ORD002725,5/17/2024,10:54:00 AM,CUST00578,PROD0080,STR012,Online,3,14304.28,5,40767.2,Cash,42912.84,May,Weekday,Medium Revenue,Friday,10,Morning
ORD002726,5/3/2024,3:57:00 PM,CUST01341,PROD0244,STR005,Online,5,28780.63,0,143903.15,Card,143903.15,May,Weekday,Very High Revenue,Friday,15,Afternoon
ORD002727,3/5/2025,7:12:00 PM,CUST00675,PROD0129,STR004,Online,2,38473.55,5,73099.74,UPI,76947.1,March,Weekday,High Revnue,Wednesday,19,Evening
ORD002728,2/5/2025,5:23:00 PM,CUST02402,PROD0128,STR001,Offline,3,30960.83,20,74305.99,Cash,92882.49,February,Weekday,High Revnue,Wednesday,17,Evening
ORD002729,7/5/2024,9:50:00 AM,CUST00225,PROD0241,STR008,Online,4,25795.93,10,92865.35,Cash,103183.72,July,Weekday,High Revnue,Friday,9,Morning
ORD002730,9/29/2024,8:43:00 AM,CUST00777,PROD0178,STR004,Online,4,7000.19,10,25200.68,UPI,28000.76,September,Weekend,Medium Revenue,Sunday,8,Morning
ORD002731,12/29/2025,10:20:00 AM,CUST01757,PROD0064,STR007,Offline,1,28617.78,15,24325.11,Cash,28617.78,December,Weekday,Medium Revenue,Monday,10,Morning
ORD002732,10/25/2024,2:57:00 PM,CUST00788,PROD0071,STR012,Online,5,19573.21,15,83186.14,Card,97866.05,October,Weekday,High Revnue,Friday,14,Afternoon
ORD002733,12/26/2024,11:19:00 AM,CUST02337,PROD0080,STR011,Offline,2,14304.28,5,27178.13,Card,28608.56,December,Weekday,Medium Revenue,Thursday,11,Morning
ORD002734,5/25/2024,7:03:00 PM,CUST01459,PROD0055,STR009,Online,1,30999.85,10,27899.86,Cash,30999.85,May,Weekend,Medium Revenue,Saturday,19,Evening
ORD002735,1/23/2024,12:40:00 PM,CUST00578,PROD0172,STR011,Offline,2,47567.16,20,76107.46,Card,95134.32,January,Weekday,High Revnue,Tuesday,12,Afternoon
ORD002736,4/13/2025,7:12:00 PM,CUST02489,PROD0040,STR012,Online,3,2258.07,0,6774.21,Card,6774.21,April,Weekend,Low Revenue,Sunday,19,Evening
ORD002737,8/8/2024,10:57:00 PM,CUST00668,PROD0227,STR002,Online,1,37159.63,5,35301.65,UPI,37159.63,August,Weekday,Medium Revenue,Thursday,22,Evening
ORD002738,8/10/2025,9:58:00 AM,CUST00672,PROD0221,STR003,Online,3,14209.03,20,34101.67,UPI,42627.09,August,Weekend,Medium Revenue,Sunday,9,Morning
ORD002739,7/30/2024,7:50:00 PM,CUST00684,PROD0174,STR015,Online,2,12897.98,5,24506.16,Card,25795.96,July,Weekday,Medium Revenue,Tuesday,19,Evening
ORD002740,11/2/2024,6:49:00 PM,CUST01612,PROD0100,STR007,Offline,4,35910.88,15,122096.99,Cash,143643.52,November,Weekend,Very High Revenue,Saturday,18,Evening
ORD002741,5/15/2025,10:49:00 PM,CUST01557,PROD0072,STR003,Offline,1,31555.63,0,31555.63,Card,31555.63,May,Weekday,Medium Revenue,Thursday,22,Evening
ORD002742,6/24/2025,2:53:00 PM,CUST01536,PROD0126,STR005,Online,3,4245.04,10,11461.61,Cash,12735.12,June,Weekday,Medium Revenue,Tuesday,14,Afternoon
ORD002743,10/21/2024,7:24:00 PM,CUST00102,PROD0053,STR003,Offline,4,40331.67,0,161326.68,Card,161326.68,October,Weekday,Very High Revenue,Monday,19,Evening
ORD002744,7/27/2025,7:46:00 PM,CUST02170,PROD0220,STR013,Online,2,24626.68,10,44328.02,Cash,49253.36,July,Weekend,Medium Revenue,Sunday,19,Evening
ORD002745,2/26/2025,4:00:00 PM,CUST02009,PROD0247,STR007,Offline,3,42411.88,20,101788.51,UPI,127235.64,February,Weekday,Very High Revenue,Wednesday,16,Afternoon
ORD002746,10/8/2025,12:44:00 PM,CUST00571,PROD0157,STR010,Offline,1,23009.82,15,19558.35,Cash,23009.82,October,Weekday,Medium Revenue,Wednesday,12,Afternoon
ORD002747,8/23/2025,10:28:00 AM,CUST00761,PROD0241,STR007,Online,3,25795.93,10,69649.01,UPI,77387.79,August,Weekend,High Revnue,Saturday,10,Morning
ORD002748,10/11/2025,5:50:00 PM,CUST02230,PROD0038,STR003,Offline,5,39912.45,5,189584.14,Card,199562.25,October,Weekend,Very High Revenue,Saturday,17,Evening
ORD002749,8/30/2024,3:48:00 PM,CUST01034,PROD0090,STR012,Online,3,16166,15,41223.3,Card,48498,August,Weekday,Medium Revenue,Friday,15,Afternoon
ORD002750,3/15/2024,7:01:00 PM,CUST02301,PROD0136,STR009,Offline,5,2757.45,15,11719.16,UPI,13787.25,March,Weekday,Medium Revenue,Friday,19,Evening
ORD002751,1/3/2024,5:48:00 PM,CUST02492,PROD0222,STR008,Online,4,44745.71,20,143186.27,Card,178982.84,January,Weekday,Very High Revenue,Wednesday,17,Evening
ORD002752,10/15/2024,5:48:00 PM,CUST00295,PROD0157,STR015,Online,2,23009.82,10,41417.68,UPI,46019.64,October,Weekday,Medium Revenue,Tuesday,17,Evening
ORD002753,11/22/2024,8:51:00 AM,CUST01105,PROD0033,STR009,Offline,3,41901.35,5,119418.85,UPI,125704.05,November,Weekday,Very High Revenue,Friday,8,Morning
ORD002754,8/31/2024,11:41:00 AM,CUST02391,PROD0073,STR008,Online,5,45816.01,15,194718.04,UPI,229080.05,August,Weekend,Very High Revenue,Saturday,11,Morning
ORD002755,5/26/2024,12:30:00 PM,CUST02315,PROD0032,STR008,Online,3,23908.89,0,71726.67,UPI,71726.67,May,Weekend,High Revnue,Sunday,12,Afternoon
ORD002756,11/28/2024,7:25:00 PM,CUST00185,PROD0240,STR011,Online,1,5959.05,10,5363.14,Card,5959.05,November,Weekday,Low Revenue,Thursday,19,Evening
ORD002757,10/4/2024,10:40:00 PM,CUST01737,PROD0125,STR002,Offline,1,35036.92,15,29781.38,Cash,35036.92,October,Weekday,Medium Revenue,Friday,22,Evening
ORD002758,1/30/2024,10:48:00 PM,CUST01304,PROD0019,STR001,Online,5,7844.21,0,39221.05,Cash,39221.05,January,Weekday,Medium Revenue,Tuesday,22,Evening
ORD002759,10/18/2025,8:40:00 AM,CUST00507,PROD0201,STR012,Offline,5,29068.51,20,116274.04,Card,145342.55,October,Weekend,Very High Revenue,Saturday,8,Morning
ORD002760,1/18/2025,10:09:00 PM,CUST00149,PROD0001,STR011,Offline,4,35154.87,10,126557.53,Card,140619.48,January,Weekend,Very High Revenue,Saturday,22,Evening
ORD002761,6/9/2024,8:16:00 AM,CUST02106,PROD0080,STR008,Online,4,14304.28,0,57217.12,UPI,57217.12,June,Weekend,High Revnue,Sunday,8,Morning
ORD002762,10/14/2024,8:37:00 AM,CUST00760,PROD0120,STR008,Online,4,9483.43,15,32243.66,Card,37933.72,October,Weekday,Medium Revenue,Monday,8,Morning
ORD002763,3/11/2025,11:48:00 AM,CUST02090,PROD0186,STR005,Online,5,29677.52,5,140968.22,Cash,148387.6,March,Weekday,Very High Revenue,Tuesday,11,Morning
ORD002764,3/30/2024,4:26:00 PM,CUST00982,PROD0094,STR009,Offline,2,16448.74,15,27962.86,UPI,32897.48,March,Weekend,Medium Revenue,Saturday,16,Afternoon
ORD002765,1/18/2025,12:44:00 PM,CUST00819,PROD0144,STR014,Offline,2,43596.84,15,74114.63,UPI,87193.68,January,Weekend,High Revnue,Saturday,12,Afternoon
ORD002766,8/4/2025,1:21:00 PM,CUST02323,PROD0186,STR015,Online,1,29677.52,15,25225.89,UPI,29677.52,August,Weekday,Medium Revenue,Monday,13,Afternoon
ORD002767,5/30/2024,6:20:00 PM,CUST01231,PROD0175,STR005,Online,3,12980.27,5,36993.77,Cash,38940.81,May,Weekday,Medium Revenue,Thursday,18,Evening
ORD002768,1/8/2025,6:10:00 PM,CUST01214,PROD0101,STR005,Online,2,35038.27,15,59565.06,Card,70076.54,January,Weekday,High Revnue,Wednesday,18,Evening
ORD002769,11/14/2025,2:26:00 PM,CUST00030,PROD0082,STR005,Online,2,7795.46,0,15590.92,UPI,15590.92,November,Weekday,Medium Revenue,Friday,14,Afternoon
ORD002770,7/5/2025,9:37:00 PM,CUST00522,PROD0119,STR012,Online,1,21798.57,20,17438.86,UPI,21798.57,July,Weekend,Medium Revenue,Saturday,21,Evening
ORD002771,12/7/2024,4:07:00 PM,CUST01945,PROD0044,STR008,Online,3,41614.01,0,124842.03,UPI,124842.03,December,Weekend,Very High Revenue,Saturday,16,Afternoon
ORD002772,1/24/2024,11:59:00 AM,CUST02063,PROD0136,STR012,Offline,4,2757.45,5,10478.31,Card,11029.8,January,Weekday,Medium Revenue,Wednesday,11,Morning
ORD002773,11/30/2025,8:00:00 PM,CUST00324,PROD0170,STR012,Offline,4,22726.54,15,77270.24,Card,90906.16,November,Weekend,High Revnue,Sunday,20,Evening
ORD002774,12/23/2025,3:46:00 PM,CUST01431,PROD0234,STR005,Online,2,6087.94,5,11567.09,UPI,12175.88,December,Weekday,Medium Revenue,Tuesday,15,Afternoon
ORD002775,9/17/2025,1:36:00 PM,CUST01359,PROD0074,STR008,Online,5,11585.98,15,49240.41,Card,57929.9,September,Weekday,Medium Revenue,Wednesday,13,Afternoon
ORD002776,7/28/2024,10:18:00 AM,CUST01784,PROD0064,STR003,Offline,1,28617.78,0,28617.78,Card,28617.78,July,Weekend,Medium Revenue,Sunday,10,Morning
ORD002777,3/16/2025,8:01:00 AM,CUST00711,PROD0082,STR012,Online,4,7795.46,0,31181.84,Cash,31181.84,March,Weekend,Medium Revenue,Sunday,8,Morning
ORD002778,10/3/2025,2:44:00 PM,CUST01423,PROD0064,STR003,Online,4,28617.78,20,91576.9,UPI,114471.12,October,Weekday,High Revnue,Friday,14,Afternoon
ORD002779,1/29/2025,1:24:00 PM,CUST01594,PROD0069,STR011,Offline,3,23053.38,0,69160.14,Cash,69160.14,January,Weekday,High Revnue,Wednesday,13,Afternoon
ORD002780,12/18/2025,9:27:00 PM,CUST01125,PROD0185,STR004,Offline,4,9417.58,5,35786.8,Cash,37670.32,December,Weekday,Medium Revenue,Thursday,21,Evening
ORD002781,3/29/2025,6:38:00 PM,CUST02117,PROD0030,STR005,Offline,5,3465.89,20,13863.56,UPI,17329.45,March,Weekend,Medium Revenue,Saturday,18,Evening
ORD002782,1/6/2024,3:56:00 PM,CUST00130,PROD0092,STR005,Online,2,4138.43,20,6621.49,Card,8276.86,January,Weekend,Low Revenue,Saturday,15,Afternoon
ORD002783,9/29/2024,6:28:00 PM,CUST01502,PROD0184,STR005,Online,1,41156.24,15,34982.8,Cash,41156.24,September,Weekend,Medium Revenue,Sunday,18,Evening
ORD002784,12/29/2025,6:30:00 PM,CUST01180,PROD0205,STR012,Online,2,32841.41,10,59114.54,Card,65682.82,December,Weekday,High Revnue,Monday,18,Evening
ORD002785,12/23/2025,1:56:00 PM,CUST00052,PROD0210,STR015,Offline,3,44751.34,15,114115.92,Card,134254.02,December,Weekday,Very High Revenue,Tuesday,13,Afternoon
ORD002786,11/26/2025,11:34:00 AM,CUST01339,PROD0165,STR013,Online,5,13743.67,15,58410.6,Card,68718.35,November,Weekday,High Revnue,Wednesday,11,Morning
ORD002787,7/7/2024,6:55:00 PM,CUST00330,PROD0112,STR013,Offline,5,28889.86,20,115559.44,Card,144449.3,July,Weekend,Very High Revenue,Sunday,18,Evening
ORD002788,8/20/2024,5:29:00 PM,CUST01681,PROD0219,STR015,Online,1,2659.94,15,2260.95,Card,2659.94,August,Weekday,Low Revenue,Tuesday,17,Evening
ORD002789,4/6/2025,8:36:00 AM,CUST01076,PROD0091,STR011,Offline,5,12072.66,0,60363.3,Cash,60363.3,April,Weekend,High Revnue,Sunday,8,Morning
ORD002790,2/2/2024,10:14:00 AM,CUST02462,PROD0093,STR006,Offline,3,32939.74,10,88937.3,Card,98819.22,February,Weekday,High Revnue,Friday,10,Morning
ORD002791,11/12/2025,2:46:00 PM,CUST02361,PROD0097,STR005,Offline,1,16189.5,20,12951.6,Card,16189.5,November,Weekday,Medium Revenue,Wednesday,14,Afternoon
ORD002792,12/27/2024,9:58:00 AM,CUST01619,PROD0107,STR010,Offline,5,2322.88,0,11614.4,Cash,11614.4,December,Weekday,Medium Revenue,Friday,9,Morning
ORD002793,7/30/2025,4:46:00 PM,CUST02094,PROD0019,STR009,Online,5,7844.21,15,33337.89,UPI,39221.05,July,Weekday,Medium Revenue,Wednesday,16,Afternoon
ORD002794,4/14/2025,2:23:00 PM,CUST01384,PROD0159,STR012,Online,2,27718.93,5,52665.97,Card,55437.86,April,Weekday,High Revnue,Monday,14,Afternoon
ORD002795,10/29/2024,12:04:00 PM,CUST00234,PROD0224,STR011,Offline,5,27851.81,10,125333.15,UPI,139259.05,October,Weekday,Very High Revenue,Tuesday,12,Afternoon
ORD002796,11/17/2025,8:49:00 PM,CUST02251,PROD0175,STR003,Offline,2,12980.27,5,24662.51,Card,25960.54,November,Weekday,Medium Revenue,Monday,20,Evening
ORD002797,8/11/2024,7:35:00 PM,CUST02477,PROD0229,STR011,Offline,3,44321.07,10,119666.89,Card,132963.21,August,Weekend,Very High Revenue,Sunday,19,Evening
ORD002798,1/11/2025,9:59:00 AM,CUST02143,PROD0053,STR005,Offline,3,40331.67,0,120995.01,UPI,120995.01,January,Weekend,Very High Revenue,Saturday,9,Morning
ORD002799,11/25/2024,5:13:00 PM,CUST00595,PROD0187,STR001,Offline,4,40128.2,10,144461.52,UPI,160512.8,November,Weekday,Very High Revenue,Monday,17,Evening
ORD002800,7/19/2025,9:38:00 PM,CUST01008,PROD0044,STR010,Online,3,41614.01,20,99873.62,Cash,124842.03,July,Weekend,High Revnue,Saturday,21,Evening
ORD002801,7/9/2025,10:57:00 AM,CUST02131,PROD0227,STR012,Offline,2,37159.63,10,66887.33,Cash,74319.26,July,Weekday,High Revnue,Wednesday,10,Morning
