order_id,order_date,order_time,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,sales_amount,payment_method
ORD003046,2024-11-07,19:35:00,CUST02031,PROD0058,STR011,Online,4,28340.08,10,102024.29,Cash
ORD003047,2025-03-10,14:39:00,CUST00640,PROD0147,STR010,Online,2,268.37,15,456.23,Cash
ORD003048,2025-03-07,19:17:00,CUST01645,PROD0222,STR006,Offline,5,44745.71,15,190169.27,Card
ORD003049,2025-08-22,12:16:00,CUST00880,PROD0199,STR010,Offline,5,35035.67,5,166419.43,Card
ORD003050,2024-12-23,09:56:00,CUST01573,PROD0075,STR007,Offline,2,39135.3,5,74357.07,Card
ORD003051,2024-11-09,18:53:00,CUST00080,PROD0151,STR011,Online,2,41346.88,10,74424.38,Cash
ORD003052,2025-07-14,12:58:00,CUST00085,PROD0234,STR007,Online,1,6087.94,20,4870.35,Card
ORD003053,2024-10-12,11:39:00,CUST02405,PROD0123,STR001,Offline,5,42644.71,20,170578.84,Card
ORD003054,2024-03-30,15:42:00,CUST02185,PROD0229,STR014,Online,4,44321.07,10,159555.85,Card
ORD003055,2025-12-30,15:24:00,CUST00534,PROD0123,STR005,Online,1,42644.71,0,42644.71,Cash
ORD003056,2025-12-01,22:46:00,CUST02447,PROD0159,STR001,Online,2,27718.93,15,47122.18,UPI
ORD003057,2024-12-12,19:37:00,CUST00293,PROD0233,STR011,Offline,5,14270.21,20,57080.84,Cash
ORD003058,2025-07-23,14:01:00,CUST01114,PROD0238,STR008,Online,5,6377.83,5,30294.69,Card
ORD003059,2025-10-09,15:25:00,CUST01966,PROD0084,STR014,Offline,2,19460.67,5,36975.27,Cash
ORD003060,2024-11-07,17:59:00,CUST00682,PROD0237,STR010,Offline,3,44306.56,20,106335.74,UPI
ORD003061,2024-06-15,10:59:00,CUST00129,PROD0010,STR007,Online,1,418.2,15,355.47,Cash
ORD003062,2024-05-26,12:23:00,CUST02249,PROD0061,STR002,Offline,5,12435.0,0,62175.0,Card
ORD003063,2025-11-06,17:09:00,CUST01782,PROD0092,STR006,Online,2,4138.43,15,7035.33,Cash
ORD003064,2025-12-27,15:38:00,CUST01374,PROD0110,STR009,Offline,1,28843.59,0,28843.59,UPI
ORD003065,2024-12-08,16:13:00,CUST02310,PROD0195,STR005,Offline,3,8130.91,0,24392.73,Cash
ORD003066,2025-12-22,08:36:00,CUST02301,PROD0135,STR007,Online,1,34580.03,15,29393.03,UPI
ORD003067,2024-12-19,20:31:00,CUST00619,PROD0024,STR015,Offline,3,12351.11,20,29642.66,UPI
ORD003068,2024-12-10,11:10:00,CUST01976,PROD0046,STR008,Offline,4,7866.18,15,26745.01,UPI
ORD003069,2024-09-02,13:51:00,CUST02067,PROD0015,STR004,Online,4,24919.94,15,84727.8,Card
ORD003070,2025-03-03,08:23:00,CUST00820,PROD0132,STR014,Online,4,13678.97,5,51980.09,Card
ORD003071,2024-11-11,20:13:00,CUST01328,PROD0112,STR013,Online,1,28889.86,5,27445.37,UPI
ORD003072,2025-11-01,11:18:00,CUST01356,PROD0062,STR014,Online,4,34875.01,15,118575.03,Cash
ORD003073,2025-12-09,21:17:00,CUST02482,PROD0224,STR002,Offline,3,27851.81,20,66844.34,UPI
ORD003074,2025-07-14,19:48:00,CUST01042,PROD0104,STR003,Online,5,13045.45,10,58704.52,UPI
ORD003075,2024-12-03,20:50:00,CUST02453,PROD0144,STR007,Online,3,43596.84,15,111171.94,Cash
ORD003076,2024-10-31,17:03:00,CUST00671,PROD0006,STR011,Online,1,6848.25,20,5478.6,Cash
ORD003077,2025-12-19,11:47:00,CUST00595,PROD0214,STR009,Online,4,37075.72,10,133472.59,Card
ORD003078,2025-06-14,08:00:00,CUST01711,PROD0233,STR013,Online,1,14270.21,0,14270.21,Card
ORD003079,2025-04-26,17:27:00,CUST00948,PROD0047,STR005,Offline,1,34891.52,5,33146.94,Card
ORD003080,2024-01-01,08:52:00,CUST02115,PROD0058,STR002,Offline,1,28340.08,10,25506.07,Cash
ORD003081,2025-12-25,16:21:00,CUST00050,PROD0020,STR012,Online,4,36704.55,5,139477.29,UPI
ORD003082,2024-10-18,20:44:00,CUST00804,PROD0017,STR009,Offline,1,39058.45,10,35152.6,UPI
ORD003083,2025-01-02,10:21:00,CUST00770,PROD0178,STR010,Online,2,7000.19,10,12600.34,Cash
ORD003084,2024-05-31,14:29:00,CUST01339,PROD0025,STR010,Offline,4,34989.79,5,132961.2,Card
ORD003085,2025-12-15,16:09:00,CUST02171,PROD0245,STR008,Online,5,30217.68,20,120870.72,Cash
ORD003086,2025-11-08,18:12:00,CUST00005,PROD0017,STR013,Online,3,39058.45,5,111316.58,Cash
ORD003087,2024-11-14,14:39:00,CUST01652,PROD0222,STR014,Online,2,44745.71,20,71593.14,UPI
ORD003088,2025-09-29,14:11:00,CUST02305,PROD0051,STR009,Offline,4,35456.59,15,120552.41,Card
ORD003089,2025-12-30,22:09:00,CUST01639,PROD0114,STR013,Offline,3,43787.46,5,124794.26,UPI
ORD003090,2025-11-02,16:14:00,CUST02163,PROD0055,STR004,Offline,1,30999.85,5,29449.86,Card
ORD003091,2024-04-04,17:59:00,CUST01118,PROD0100,STR011,Online,5,35910.88,20,143643.52,Cash
ORD003092,2024-03-14,20:57:00,CUST01935,PROD0178,STR012,Offline,3,7000.19,0,21000.57,Card
ORD003093,2024-10-21,08:07:00,CUST00940,PROD0005,STR012,Offline,5,38734.15,15,164620.14,Card
ORD003094,2024-12-26,09:36:00,CUST00661,PROD0074,STR006,Online,5,11585.98,0,57929.9,UPI
ORD003095,2024-08-01,10:26:00,CUST01411,PROD0231,STR012,Online,5,4280.91,0,21404.55,Cash
ORD003096,2024-05-25,13:01:00,CUST01593,PROD0144,STR009,Offline,3,43596.84,5,124250.99,UPI
ORD003097,2024-07-31,22:16:00,CUST02062,PROD0168,STR009,Online,4,10753.72,5,40864.14,Card
ORD003098,2025-12-12,10:41:00,CUST01780,PROD0150,STR005,Offline,2,19730.03,20,31568.05,Card
ORD003099,2025-10-05,18:01:00,CUST01528,PROD0043,STR005,Online,2,33552.86,20,53684.58,Card
ORD003100,2024-05-22,09:29:00,CUST00860,PROD0219,STR013,Online,4,2659.94,15,9043.8,UPI
ORD003101,2024-11-29,12:19:00,CUST01486,PROD0233,STR011,Offline,3,14270.21,15,36389.04,UPI
ORD003102,2025-10-21,13:42:00,CUST00590,PROD0076,STR003,Offline,4,609.51,0,2438.04,Cash
ORD003103,2024-09-07,18:08:00,CUST02207,PROD0113,STR015,Online,1,43672.1,0,43672.1,UPI
ORD003104,2025-01-19,17:08:00,CUST00519,PROD0123,STR014,Offline,2,42644.71,0,85289.42,UPI
ORD003105,2024-09-21,20:30:00,CUST02275,PROD0059,STR011,Online,1,40029.62,5,38028.14,Cash
ORD003106,2025-11-29,13:20:00,CUST02198,PROD0205,STR006,Offline,1,32841.41,20,26273.13,Cash
ORD003107,2025-01-11,20:20:00,CUST01926,PROD0107,STR014,Offline,3,2322.88,5,6620.21,Cash
ORD003108,2024-10-05,10:37:00,CUST02345,PROD0089,STR007,Online,4,41705.98,0,166823.92,UPI
ORD003109,2025-08-05,16:23:00,CUST00980,PROD0191,STR007,Offline,2,22508.87,20,36014.19,Cash
ORD003110,2024-08-03,14:59:00,CUST02315,PROD0070,STR013,Offline,3,15345.24,0,46035.72,Cash
ORD003111,2024-08-22,08:08:00,CUST01514,PROD0237,STR013,Offline,3,44306.56,5,126273.7,Cash
ORD003112,2025-11-28,13:20:00,CUST00002,PROD0083,STR013,Online,3,25508.85,20,61221.24,Card
ORD003113,2025-11-12,21:34:00,CUST00244,PROD0104,STR006,Online,4,13045.45,5,49572.71,Cash
ORD003114,2024-06-09,14:06:00,CUST00380,PROD0192,STR010,Online,5,25611.79,0,128058.95,Card
ORD003115,2024-04-01,08:37:00,CUST01720,PROD0204,STR015,Online,2,23408.11,5,44475.41,Card
ORD003116,2025-11-07,11:03:00,CUST00169,PROD0121,STR012,Offline,2,33636.41,0,67272.82,Card
ORD003117,2024-11-30,11:08:00,CUST02251,PROD0049,STR015,Online,1,7209.9,10,6488.91,Card
ORD003118,2025-09-04,13:33:00,CUST02219,PROD0049,STR005,Offline,5,7209.9,15,30642.08,UPI
ORD003119,2024-10-23,13:10:00,CUST02105,PROD0033,STR006,Offline,1,41901.35,15,35616.15,Card
ORD003120,2024-02-26,18:19:00,CUST00249,PROD0193,STR009,Online,5,13592.15,20,54368.6,UPI
ORD003121,2024-04-22,19:02:00,CUST00166,PROD0173,STR004,Offline,2,16649.33,0,33298.66,Cash
ORD003122,2024-12-15,08:04:00,CUST02297,PROD0210,STR012,Offline,3,44751.34,5,127541.32,Cash
ORD003123,2025-08-11,10:17:00,CUST01339,PROD0164,STR007,Online,4,30617.99,15,104101.17,Card
ORD003124,2025-11-21,21:56:00,CUST00107,PROD0205,STR009,Offline,5,32841.41,15,139575.99,Cash
ORD003125,2024-10-06,18:50:00,CUST01961,PROD0093,STR004,Offline,4,32939.74,10,118583.06,Cash
ORD003126,2024-11-25,11:11:00,CUST02296,PROD0196,STR009,Online,2,20139.88,15,34237.8,UPI
ORD003127,2025-07-14,18:44:00,CUST00572,PROD0034,STR007,Offline,2,834.46,15,1418.58,Cash
ORD003128,2025-06-24,22:04:00,CUST00260,PROD0177,STR001,Offline,5,11854.41,5,56308.45,UPI
ORD003129,2025-09-14,18:43:00,CUST01541,PROD0122,STR003,Online,5,37163.54,0,185817.7,Cash
ORD003130,2025-08-15,13:14:00,CUST01413,PROD0228,STR013,Online,4,34080.69,20,109058.21,UPI
ORD003131,2025-01-26,20:53:00,CUST00949,PROD0069,STR001,Offline,3,23053.38,5,65702.13,Card
ORD003132,2025-08-23,20:53:00,CUST02276,PROD0244,STR010,Online,2,28780.63,20,46049.01,Card
ORD003133,2024-12-07,13:29:00,CUST01049,PROD0220,STR006,Online,5,24626.68,15,104663.39,Card
ORD003134,2025-09-13,08:46:00,CUST01333,PROD0250,STR013,Online,3,4647.12,15,11850.16,Card
ORD003135,2024-12-13,11:25:00,CUST02454,PROD0060,STR011,Online,1,20559.0,15,17475.15,Card
ORD003136,2024-04-11,22:44:00,CUST00907,PROD0053,STR014,Offline,1,40331.67,20,32265.34,Cash
ORD003137,2025-10-05,18:48:00,CUST00597,PROD0240,STR003,Offline,4,5959.05,15,20260.77,Card
ORD003138,2024-05-25,17:12:00,CUST00096,PROD0004,STR015,Offline,3,45361.17,20,108866.81,Cash
ORD003139,2025-02-09,13:21:00,CUST02168,PROD0048,STR001,Online,4,43779.23,10,157605.23,Cash
ORD003140,2025-08-02,18:22:00,CUST01963,PROD0053,STR013,Online,2,40331.67,0,80663.34,UPI
ORD003141,2025-04-29,10:38:00,CUST00664,PROD0061,STR007,Online,2,12435.0,15,21139.5,Card
ORD003142,2025-02-25,15:34:00,CUST00335,PROD0237,STR014,Offline,1,44306.56,0,44306.56,Card
ORD003143,2025-12-21,09:05:00,CUST02100,PROD0165,STR009,Offline,2,13743.67,5,26112.97,Cash
ORD003144,2024-08-29,09:50:00,CUST02092,PROD0100,STR006,Offline,1,35910.88,20,28728.7,UPI
ORD003145,2025-01-01,18:42:00,CUST00342,PROD0028,STR006,Offline,3,36502.66,20,87606.38,Cash
ORD003146,2025-08-10,14:27:00,CUST00007,PROD0167,STR012,Offline,4,48581.69,15,165177.75,Cash
ORD003147,2025-12-22,11:21:00,CUST00571,PROD0210,STR011,Offline,2,44751.34,20,71602.14,Card
ORD003148,2024-08-04,17:18:00,CUST01312,PROD0117,STR001,Offline,3,23611.99,20,56668.78,Cash
ORD003149,2024-02-01,15:34:00,CUST01967,PROD0037,STR006,Online,3,4288.46,0,12865.38,UPI
ORD003150,2025-10-05,20:31:00,CUST01608,PROD0088,STR012,Online,5,26855.84,10,120851.28,Cash
ORD003151,2025-05-13,16:11:00,CUST02314,PROD0150,STR006,Offline,5,19730.03,0,98650.15,UPI
ORD003152,2024-12-07,21:35:00,CUST00101,PROD0215,STR001,Online,5,40164.01,5,190779.05,Card
ORD003153,2025-11-22,20:45:00,CUST01134,PROD0033,STR006,Offline,4,41901.35,20,134084.32,Cash
ORD003154,2025-12-21,22:23:00,CUST00270,PROD0022,STR006,Online,3,43001.98,15,109655.05,UPI
ORD003155,2024-11-03,12:25:00,CUST02199,PROD0046,STR007,Offline,3,7866.18,20,18878.83,Cash
ORD003156,2024-11-26,22:11:00,CUST01056,PROD0111,STR007,Online,2,39850.92,20,63761.47,UPI
ORD003157,2025-02-24,22:18:00,CUST01908,PROD0223,STR014,Offline,2,5177.62,15,8801.95,Card
ORD003158,2024-11-09,17:11:00,CUST01853,PROD0127,STR005,Offline,4,18604.8,0,74419.2,Card
ORD003159,2024-12-06,12:09:00,CUST01759,PROD0050,STR013,Online,2,19545.3,10,35181.54,Card
ORD003160,2024-08-03,10:05:00,CUST00108,PROD0002,STR002,Offline,1,44634.91,5,42403.16,UPI
ORD003161,2025-10-17,13:05:00,CUST01368,PROD0072,STR008,Online,2,31555.63,20,50489.01,Card
ORD003162,2024-12-07,22:44:00,CUST01748,PROD0027,STR002,Online,4,9793.3,0,39173.2,UPI
ORD003163,2025-11-18,18:03:00,CUST01141,PROD0194,STR006,Offline,4,39782.14,0,159128.56,Card
ORD003164,2025-10-11,12:29:00,CUST00820,PROD0246,STR009,Online,1,7304.91,0,7304.91,Cash
ORD003165,2024-12-30,13:23:00,CUST01428,PROD0218,STR005,Offline,5,11222.28,20,44889.12,UPI
ORD003166,2024-07-03,19:04:00,CUST00459,PROD0217,STR015,Offline,5,36137.64,20,144550.56,Cash
ORD003167,2024-01-14,08:08:00,CUST01859,PROD0225,STR010,Online,2,30865.85,0,61731.7,UPI
ORD003168,2024-09-13,19:29:00,CUST00496,PROD0202,STR004,Online,1,12773.77,10,11496.39,Cash
ORD003169,2025-10-06,13:18:00,CUST00282,PROD0135,STR015,Offline,4,34580.03,0,138320.12,Cash
ORD003170,2025-02-19,10:25:00,CUST00444,PROD0106,STR002,Online,1,3629.5,10,3266.55,Card
ORD003171,2025-09-04,11:47:00,CUST02108,PROD0116,STR002,Offline,5,36515.39,5,173448.1,Cash
ORD003172,2024-03-31,16:19:00,CUST01369,PROD0204,STR003,Offline,3,23408.11,0,70224.33,Cash
ORD003173,2025-08-21,11:54:00,CUST02458,PROD0019,STR005,Online,3,7844.21,0,23532.63,Card
ORD003174,2025-12-25,22:41:00,CUST01103,PROD0169,STR005,Offline,4,31357.73,20,100344.74,UPI
ORD003175,2024-01-25,11:49:00,CUST00824,PROD0197,STR009,Online,5,12069.81,5,57331.6,Card
ORD003176,2024-05-02,15:27:00,CUST01038,PROD0013,STR001,Offline,1,5258.11,15,4469.39,Cash
ORD003177,2025-10-26,10:04:00,CUST01439,PROD0182,STR007,Offline,4,33771.43,5,128331.43,Card
ORD003178,2024-11-07,16:52:00,CUST01074,PROD0048,STR001,Online,5,43779.23,15,186061.73,Cash
ORD003179,2024-10-11,14:39:00,CUST02189,PROD0231,STR009,Online,3,4280.91,15,10916.32,Card
ORD003180,2025-10-24,20:46:00,CUST02495,PROD0170,STR002,Offline,1,22726.54,10,20453.89,UPI
ORD003181,2025-11-07,18:49:00,CUST02498,PROD0111,STR011,Offline,1,39850.92,20,31880.74,Card
ORD003182,2025-12-28,20:28:00,CUST01980,PROD0079,STR005,Online,3,34994.37,15,89235.64,Cash
ORD003183,2024-08-17,21:44:00,CUST00718,PROD0202,STR002,Online,3,12773.77,0,38321.31,Cash
ORD003184,2025-03-13,14:05:00,CUST00278,PROD0057,STR005,Online,1,134.5,10,121.05,Card
ORD003185,2024-03-31,18:51:00,CUST02423,PROD0246,STR015,Online,2,7304.91,5,13879.33,UPI
ORD003186,2025-01-04,09:53:00,CUST01699,PROD0036,STR011,Offline,3,38634.63,5,110108.7,Cash
ORD003187,2025-10-19,13:58:00,CUST01034,PROD0228,STR009,Online,3,34080.69,20,81793.66,Card
ORD003188,2024-10-16,08:00:00,CUST00760,PROD0179,STR006,Online,5,46203.24,5,219465.39,Card
ORD003189,2025-01-11,10:57:00,CUST02225,PROD0183,STR011,Offline,2,39646.81,0,79293.62,UPI
ORD003190,2025-06-01,15:31:00,CUST01629,PROD0041,STR001,Online,2,29940.55,20,47904.88,UPI
ORD003191,2024-03-06,14:35:00,CUST00965,PROD0185,STR005,Offline,4,9417.58,15,32019.77,Cash
ORD003192,2024-09-21,17:15:00,CUST01614,PROD0231,STR001,Offline,3,4280.91,15,10916.32,UPI
ORD003193,2024-11-01,17:59:00,CUST02332,PROD0117,STR008,Online,2,23611.99,0,47223.98,Cash
ORD003194,2025-11-23,12:01:00,CUST01360,PROD0071,STR010,Online,4,19573.21,20,62634.27,Card
ORD003195,2025-06-28,22:25:00,CUST00427,PROD0098,STR003,Offline,1,10160.53,5,9652.5,Card
ORD003196,2025-04-22,15:51:00,CUST01024,PROD0129,STR008,Online,5,38473.55,15,163512.59,UPI
ORD003197,2024-08-07,20:19:00,CUST01099,PROD0119,STR001,Online,3,21798.57,10,58856.14,Cash
ORD003198,2025-10-26,19:40:00,CUST01768,PROD0224,STR007,Offline,3,27851.81,0,83555.43,UPI
ORD003199,2024-07-26,14:32:00,CUST00635,PROD0026,STR004,Online,4,22550.76,15,76672.58,UPI
ORD003200,2025-09-04,09:37:00,CUST02296,PROD0041,STR003,Offline,5,29940.55,20,119762.2,Cash
ORD003201,2024-09-07,10:49:00,CUST01621,PROD0031,STR005,Online,2,39654.3,20,63446.88,Card
ORD003202,2025-12-07,10:14:00,CUST02408,PROD0208,STR011,Online,1,25654.22,5,24371.51,Cash
ORD003203,2024-02-18,22:02:00,CUST00385,PROD0233,STR001,Offline,2,14270.21,15,24259.36,Card
ORD003204,2024-04-12,08:52:00,CUST02161,PROD0112,STR009,Online,3,28889.86,5,82336.1,Cash
ORD003205,2025-11-13,08:44:00,CUST01489,PROD0241,STR007,Online,3,25795.93,15,65779.62,UPI
ORD003206,2024-05-31,12:47:00,CUST00053,PROD0163,STR011,Online,5,28508.18,0,142540.9,Card
ORD003207,2025-03-20,13:51:00,CUST01550,PROD0233,STR013,Online,1,14270.21,5,13556.7,UPI
ORD003208,2024-10-28,22:12:00,CUST01401,PROD0054,STR004,Online,3,17151.23,20,41162.95,Cash
ORD003209,2025-03-12,09:56:00,CUST00575,PROD0001,STR003,Online,2,35154.87,15,59763.28,UPI
ORD003210,2025-04-14,13:40:00,CUST00819,PROD0182,STR007,Online,5,33771.43,20,135085.72,Cash
ORD003211,2024-12-20,11:24:00,CUST00271,PROD0150,STR006,Online,5,19730.03,5,93717.64,Cash
ORD003212,2024-12-30,16:38:00,CUST00455,PROD0050,STR013,Online,4,19545.3,5,74272.14,Card
ORD003213,2025-08-05,21:42:00,CUST02496,PROD0041,STR009,Online,5,29940.55,0,149702.75,Cash
ORD003214,2024-06-16,08:20:00,CUST01945,PROD0223,STR003,Offline,5,5177.62,20,20710.48,Card
ORD003215,2025-07-02,10:27:00,CUST02289,PROD0164,STR008,Online,4,30617.99,0,122471.96,Cash
ORD003216,2024-01-29,16:35:00,CUST01121,PROD0061,STR004,Online,2,12435.0,0,24870.0,UPI
ORD003217,2025-09-21,18:14:00,CUST00336,PROD0146,STR013,Online,5,14757.93,20,59031.72,UPI
ORD003218,2024-11-18,14:16:00,CUST02189,PROD0040,STR010,Offline,1,2258.07,10,2032.26,Card
ORD003219,2025-06-16,09:06:00,CUST02233,PROD0240,STR010,Offline,1,5959.05,15,5065.19,Card
ORD003220,2024-05-16,22:54:00,CUST01455,PROD0136,STR012,Online,2,2757.45,15,4687.66,Cash
ORD003221,2025-12-14,09:35:00,CUST01159,PROD0034,STR011,Online,2,834.46,0,1668.92,Card
ORD003222,2025-11-26,22:19:00,CUST00440,PROD0115,STR014,Offline,1,11040.68,15,9384.58,Cash
ORD003223,2025-11-05,11:52:00,CUST01193,PROD0020,STR004,Online,5,36704.55,0,183522.75,Cash
ORD003224,2025-10-08,19:27:00,CUST02485,PROD0039,STR009,Online,4,109.23,15,371.38,Card
ORD003225,2025-08-17,17:24:00,CUST00451,PROD0167,STR005,Offline,2,48581.69,15,82588.87,Cash
ORD003226,2024-01-20,11:47:00,CUST00239,PROD0178,STR015,Online,2,7000.19,10,12600.34,Cash
ORD003227,2024-12-17,13:26:00,CUST00809,PROD0067,STR008,Offline,4,16678.65,0,66714.6,Cash
ORD003228,2024-07-10,11:01:00,CUST01899,PROD0109,STR014,Offline,3,7976.85,15,20340.97,Cash
ORD003229,2024-03-08,16:18:00,CUST00984,PROD0004,STR004,Online,1,45361.17,20,36288.94,Cash
ORD003230,2025-06-29,12:36:00,CUST00714,PROD0034,STR001,Offline,1,834.46,0,834.46,Card
ORD003231,2025-12-28,16:42:00,CUST01579,PROD0227,STR007,Offline,4,37159.63,15,126342.74,UPI
ORD003232,2025-12-19,12:21:00,CUST02231,PROD0217,STR015,Online,3,36137.64,15,92150.98,UPI
ORD003233,2024-11-12,09:46:00,CUST01795,PROD0009,STR007,Offline,1,6280.07,20,5024.06,Card
ORD003234,2024-07-28,19:16:00,CUST01814,PROD0206,STR011,Online,5,10137.35,0,50686.75,UPI
ORD003235,2025-04-05,12:26:00,CUST00871,PROD0208,STR004,Offline,4,25654.22,15,87224.35,UPI
ORD003236,2024-05-04,08:25:00,CUST00571,PROD0153,STR005,Online,1,25869.99,10,23282.99,Cash
ORD003237,2025-10-09,19:16:00,CUST01705,PROD0110,STR003,Online,3,28843.59,10,77877.69,UPI
ORD003238,2025-11-14,14:45:00,CUST01474,PROD0234,STR008,Online,3,6087.94,5,17350.63,Cash
ORD003239,2025-04-13,22:57:00,CUST01978,PROD0022,STR009,Offline,4,43001.98,20,137606.34,UPI
ORD003240,2025-11-08,14:23:00,CUST00041,PROD0109,STR007,Offline,3,7976.85,5,22734.02,Cash
ORD003241,2024-07-04,16:46:00,CUST01269,PROD0106,STR005,Online,2,3629.5,10,6533.1,UPI
ORD003242,2025-11-06,14:21:00,CUST01163,PROD0217,STR002,Online,5,36137.64,10,162619.38,Card
ORD003243,2024-10-10,09:19:00,CUST01326,PROD0083,STR012,Offline,5,25508.85,15,108412.61,UPI
ORD003244,2025-01-11,09:02:00,CUST00960,PROD0141,STR009,Offline,2,22996.76,15,39094.49,Cash
ORD003245,2025-11-26,16:00:00,CUST00179,PROD0209,STR005,Online,1,7204.33,15,6123.68,Cash
ORD003246,2025-01-04,19:34:00,CUST02285,PROD0172,STR011,Offline,5,47567.16,20,190268.64,Cash
ORD003247,2025-10-01,08:39:00,CUST00424,PROD0170,STR004,Offline,1,22726.54,5,21590.21,Card
ORD003248,2024-07-15,11:18:00,CUST01372,PROD0111,STR005,Online,5,39850.92,0,199254.6,UPI
ORD003249,2024-02-13,22:26:00,CUST01569,PROD0136,STR006,Offline,5,2757.45,0,13787.25,Cash
ORD003250,2025-12-06,09:26:00,CUST00130,PROD0122,STR015,Offline,5,37163.54,10,167235.93,UPI
ORD003251,2025-11-24,22:23:00,CUST01725,PROD0040,STR015,Online,3,2258.07,20,5419.37,Card
ORD003252,2025-09-17,08:12:00,CUST01792,PROD0038,STR005,Offline,4,39912.45,10,143684.82,Cash
ORD003253,2024-12-29,19:34:00,CUST00699,PROD0164,STR011,Online,1,30617.99,15,26025.29,Cash
ORD003254,2024-07-30,18:42:00,CUST00856,PROD0202,STR006,Online,2,12773.77,20,20438.03,UPI
ORD003255,2024-02-07,15:01:00,CUST00151,PROD0148,STR006,Offline,1,41944.62,15,35652.93,Cash
ORD003256,2025-10-27,17:56:00,CUST01621,PROD0204,STR011,Online,2,23408.11,20,37452.98,UPI
ORD003257,2025-11-14,17:16:00,CUST01025,PROD0222,STR015,Online,5,44745.71,5,212542.12,UPI
ORD003258,2024-08-09,17:30:00,CUST01916,PROD0064,STR002,Offline,4,28617.78,0,114471.12,Card
ORD003259,2025-05-23,11:13:00,CUST01003,PROD0136,STR010,Online,4,2757.45,15,9375.33,Cash
ORD003260,2025-01-05,14:43:00,CUST00334,PROD0085,STR004,Online,2,19215.74,0,38431.48,UPI
ORD003261,2024-12-28,12:25:00,CUST00094,PROD0235,STR001,Offline,5,47755.58,5,226839.0,Cash
ORD003262,2024-12-23,14:37:00,CUST01550,PROD0146,STR003,Offline,5,14757.93,15,62721.2,Card
ORD003263,2025-01-12,17:26:00,CUST02208,PROD0250,STR009,Offline,5,4647.12,0,23235.6,Cash
ORD003264,2024-03-01,11:32:00,CUST02358,PROD0035,STR004,Offline,5,17826.77,20,71307.08,Card
ORD003265,2024-07-25,12:05:00,CUST01196,PROD0131,STR008,Online,1,11772.1,20,9417.68,Card
ORD003266,2024-08-04,11:18:00,CUST00791,PROD0161,STR002,Online,1,32239.94,15,27403.95,UPI
ORD003267,2024-11-16,14:48:00,CUST01317,PROD0153,STR007,Online,3,25869.99,15,65968.47,Cash
ORD003268,2024-11-09,13:11:00,CUST01091,PROD0149,STR012,Offline,1,24014.23,10,21612.81,Cash
ORD003269,2025-12-23,21:04:00,CUST01803,PROD0090,STR014,Offline,4,16166.0,20,51731.2,UPI
ORD003270,2025-11-28,12:56:00,CUST01687,PROD0120,STR013,Online,3,9483.43,20,22760.23,UPI
ORD003271,2025-06-30,20:20:00,CUST00463,PROD0185,STR008,Offline,2,9417.58,10,16951.64,Card
ORD003272,2024-11-02,14:25:00,CUST00997,PROD0139,STR008,Offline,2,49672.37,5,94377.5,Cash
ORD003273,2025-02-27,09:23:00,CUST00083,PROD0175,STR007,Offline,3,12980.27,10,35046.73,Card
ORD003274,2024-12-22,17:45:00,CUST00704,PROD0130,STR001,Offline,3,46762.33,5,133272.64,Cash
ORD003275,2024-11-02,12:16:00,CUST01764,PROD0148,STR001,Online,2,41944.62,5,79694.78,Card
ORD003276,2025-10-26,11:05:00,CUST00708,PROD0157,STR003,Offline,2,23009.82,15,39116.69,Cash
ORD003277,2025-09-07,08:59:00,CUST00773,PROD0174,STR003,Online,2,12897.98,20,20636.77,Cash
ORD003278,2025-07-15,15:30:00,CUST01802,PROD0150,STR013,Online,3,19730.03,20,47352.07,Cash
ORD003279,2024-11-03,20:27:00,CUST00202,PROD0214,STR010,Offline,5,37075.72,5,176109.67,Cash
ORD003280,2024-11-17,18:16:00,CUST00217,PROD0139,STR004,Online,5,49672.37,0,248361.85,Cash
ORD003281,2024-10-28,12:08:00,CUST00293,PROD0057,STR010,Online,3,134.5,15,342.98,Cash
ORD003282,2025-06-21,15:37:00,CUST00007,PROD0244,STR009,Online,4,28780.63,0,115122.52,Card
ORD003283,2025-08-04,21:12:00,CUST02137,PROD0154,STR011,Online,4,11595.29,5,44062.1,Card
ORD003284,2025-10-05,09:48:00,CUST02158,PROD0250,STR009,Offline,4,4647.12,15,15800.21,Card
ORD003285,2025-03-02,21:38:00,CUST01261,PROD0197,STR013,Online,4,12069.81,10,43451.32,Card
ORD003286,2024-09-28,20:14:00,CUST01714,PROD0228,STR008,Offline,4,34080.69,0,136322.76,Cash
ORD003287,2025-10-02,17:49:00,CUST01952,PROD0098,STR010,Online,5,10160.53,10,45722.38,Cash
ORD003288,2025-04-22,16:30:00,CUST01588,PROD0237,STR006,Offline,3,44306.56,0,132919.68,Cash
ORD003289,2025-12-14,13:03:00,CUST01187,PROD0005,STR006,Offline,3,38734.15,5,110392.33,UPI
ORD003290,2024-11-03,15:20:00,CUST00170,PROD0207,STR003,Offline,2,47829.03,20,76526.45,Cash
ORD003291,2024-05-29,08:00:00,CUST02126,PROD0075,STR008,Offline,3,39135.3,0,117405.9,Cash
ORD003292,2025-10-18,15:09:00,CUST02062,PROD0025,STR015,Online,3,34989.79,5,99720.9,Card
ORD003293,2024-01-02,13:25:00,CUST00357,PROD0028,STR012,Online,5,36502.66,0,182513.3,Card
