inventory_id,product_id,store_id,stock_received,stock_sold,current_stock,reorder_level,inventory_date
INV01207,PROD0160,STR013,274,263,279,13.0,2025-05-29
INV01208,PROD0123,STR001,108,141,382,25.0,2024-04-01
INV01209,PROD0211,STR013,172,67,176,39.0,2024-12-06
INV01210,PROD0086,STR011,487,44,394,33.0,2025-05-09
INV01211,PROD0026,STR013,71,105,359,28.0,2024-01-09
INV01212,PROD0057,STR014,30,37,351,78.0,2024-04-16
INV01213,PROD0217,STR009,457,71,316,74.0,2024-08-08
INV01214,PROD0185,STR013,144,179,309,29.0,2024-10-29
INV01215,PROD0196,STR003,477,77,389,60.0,2024-12-28
INV01216,PROD0246,STR005,153,58,7,50.0,2025-09-26
INV01217,PROD0199,STR013,179,193,330,60.0,2025-01-29
INV01218,PROD0184,STR003,90,143,130,15.0,2024-02-02
INV01219,PROD0096,STR001,256,11,208,79.0,2024-12-25
INV01220,PROD0111,STR003,360,205,350,62.0,2024-03-08
INV01221,PROD0166,STR010,304,97,203,10.0,2025-08-27
INV01222,PROD0060,STR004,279,164,200,20.0,2025-07-18
INV01223,PROD0033,STR010,254,134,385,51.0,2024-10-01
INV01224,PROD0218,STR005,152,214,67,61.0,2025-03-15
INV01225,PROD0013,STR006,490,251,291,60.0,2024-07-25
INV01226,PROD0204,STR001,317,13,300,15.0,2025-07-05
INV01227,PROD0152,STR013,422,204,390,34.0,2025-04-03
INV01228,PROD0136,STR009,184,39,68,34.0,2025-07-05
INV01229,PROD0083,STR015,174,81,69,60.0,2025-06-12
INV01230,PROD0044,STR014,207,97,171,24.0,2025-02-19
INV01231,PROD0096,STR012,276,286,120,60.0,2025-07-18
INV01232,PROD0068,STR010,41,131,153,39.0,2025-05-24
INV01233,PROD0116,STR003,254,294,259,60.0,2024-05-15
INV01234,PROD0158,STR006,488,299,258,74.0,2024-03-05
INV01235,PROD0132,STR009,360,45,63,77.0,2025-02-12
INV01236,PROD0096,STR004,196,293,263,53.0,2025-07-11
INV01237,PROD0015,STR009,424,283,68,42.0,2024-09-23
INV01238,PROD0020,STR001,158,7,365,77.0,2025-03-02
INV01239,PROD0232,STR005,140,164,231,16.0,2024-05-02
INV01240,PROD0167,STR007,59,28,288,40.0,2025-05-24
INV01241,PROD0081,STR011,85,153,145,49.0,2024-07-19
INV01242,PROD0211,STR001,35,218,266,16.0,2024-06-05
INV01243,PROD0003,STR013,401,223,74,78.0,2025-07-16
INV01244,PROD0046,STR012,223,37,315,57.0,2025-05-20
INV01245,PROD0008,STR008,31,124,305,32.0,2025-04-14
INV01246,PROD0187,STR003,200,94,2,64.0,2024-07-17
INV01247,PROD0235,STR004,444,79,215,21.0,2024-11-26
INV01248,PROD0003,STR015,458,215,17,69.0,2024-10-21
INV01249,PROD0121,STR007,416,89,288,66.0,2025-03-21
INV01250,PROD0107,STR015,365,179,181,26.0,2024-10-09
INV01251,PROD0027,STR007,158,121,62,47.0,2025-08-30
INV01252,PROD0107,STR003,324,168,210,18.0,2025-10-10
INV01253,PROD0119,STR008,117,21,241,40.0,2025-02-06
INV01254,PROD0109,STR009,476,247,270,22.0,2024-05-04
INV01255,PROD0050,STR011,115,291,25,19.0,2025-06-10
INV01256,PROD0197,STR004,491,114,250,27.0,2024-06-29
INV01257,PROD0029,STR010,412,9,130,63.0,2024-02-15
INV01258,PROD0131,STR013,225,241,307,21.0,2025-09-15
INV01259,PROD0239,STR010,258,134,377,58.0,2025-02-09
INV01260,PROD0086,STR001,91,182,323,16.0,2025-07-06
INV01261,PROD0194,STR013,278,85,399,52.0,2025-04-30
INV01262,PROD0240,STR012,484,290,130,28.0,2024-12-29
INV01263,PROD0036,STR015,346,124,173,20.0,2025-02-20
INV01264,PROD0235,STR009,218,280,80,15.0,2024-01-12
INV01265,PROD0187,STR009,312,239,180,35.0,2025-08-15
INV01266,PROD0062,STR001,486,158,209,77.0,2025-06-06
INV01267,PROD0245,STR011,362,121,233,55.0,2024-08-30
INV01268,PROD0072,STR002,115,171,24,28.0,2025-09-07
INV01269,PROD0010,STR009,142,35,226,10.0,2024-03-17
INV01270,PROD0045,STR010,104,83,90,77.0,2025-07-01
INV01271,PROD0172,STR006,126,175,280,38.0,2024-05-07
INV01272,PROD0106,STR014,440,158,275,27.0,2025-01-03
INV01273,PROD0201,STR013,349,38,334,34.0,2025-04-09
INV01274,PROD0221,STR011,268,2,314,75.0,2025-01-12
INV01275,PROD0128,STR008,223,273,398,67.0,2025-10-08
INV01276,PROD0074,STR005,390,283,227,68.0,2024-04-05
INV01277,PROD0133,STR010,187,124,0,71.0,2024-01-17
INV01278,PROD0229,STR010,46,206,78,23.0,2025-04-07
INV01279,PROD0134,STR006,128,276,126,28.0,2024-01-30
INV01280,PROD0066,STR008,426,129,154,66.0,2025-03-11
INV01281,PROD0029,STR008,118,6,133,68.0,2024-12-29
INV01282,PROD0010,STR007,375,119,119,51.0,2025-05-30
INV01283,PROD0224,STR012,63,74,94,25.0,2025-05-23
INV01284,PROD0089,STR009,164,115,271,38.0,2025-07-10
INV01285,PROD0035,STR013,273,39,338,62.0,2025-10-04
INV01286,PROD0092,STR004,256,46,362,67.0,2025-05-27
INV01287,PROD0075,STR011,302,211,249,20.0,2025-09-04
INV01288,PROD0089,STR012,187,227,325,15.0,2025-11-30
INV01289,PROD0226,STR006,288,62,210,46.0,2025-08-26
INV01290,PROD0034,STR007,237,203,157,64.0,2024-11-29
INV01291,PROD0102,STR011,61,30,365,24.0,2024-06-14
INV01292,PROD0133,STR003,95,262,381,63.0,2024-07-18
INV01293,PROD0189,STR009,288,160,20,57.0,2024-09-27
INV01294,PROD0028,STR001,56,176,345,69.0,2024-06-29
INV01295,PROD0125,STR013,310,206,126,22.0,2025-01-16
INV01296,PROD0008,STR006,453,6,300,33.0,2025-04-27
INV01297,PROD0006,STR008,30,67,263,47.0,2025-01-21
INV01298,PROD0217,STR014,390,114,368,76.0,2024-11-19
INV01299,PROD0087,STR009,211,158,213,53.0,2025-09-01
INV01300,PROD0003,STR003,166,104,188,45.0,2025-05-29
INV01301,PROD0153,STR010,323,172,322,64.0,2024-03-30
INV01302,PROD0227,STR005,141,185,96,69.0,2024-02-10
INV01303,PROD0148,STR003,152,203,164,62.0,2025-09-07
INV01304,PROD0061,STR010,357,20,17,64.0,2024-05-26
INV01305,PROD0233,STR010,55,153,383,29.0,2025-04-20
INV01306,PROD0031,STR008,306,21,342,13.0,2024-10-06
INV01307,PROD0043,STR015,291,177,82,40.0,2024-05-09
INV01308,PROD0040,STR015,294,157,168,22.0,2025-06-29
INV01309,PROD0082,STR011,188,118,367,48.0,2025-09-29
INV01310,PROD0196,STR014,450,292,230,29.0,2024-03-03
INV01311,PROD0183,STR006,40,148,97,13.0,2024-10-26
INV01312,PROD0213,STR009,462,93,13,30.0,2024-03-17
INV01313,PROD0020,STR005,280,122,389,76.0,2024-12-18
INV01314,PROD0065,STR002,328,267,326,72.0,2024-06-28
INV01315,PROD0175,STR012,108,109,119,76.0,2025-01-30
INV01316,PROD0182,STR010,211,146,377,54.0,2025-05-06
INV01317,PROD0169,STR006,79,221,368,18.0,2024-09-08
INV01318,PROD0086,STR001,487,42,215,38.0,2025-08-03
INV01319,PROD0187,STR010,355,158,98,13.0,2024-04-10
INV01320,PROD0136,STR010,197,133,303,38.0,2024-07-08
INV01321,PROD0047,STR002,204,171,126,29.0,2024-01-12
INV01322,PROD0061,STR015,420,252,239,71.0,2024-12-25
INV01323,PROD0101,STR012,383,86,119,30.0,2025-08-01
INV01324,PROD0050,STR007,288,230,161,58.0,2024-09-08
INV01325,PROD0060,STR007,137,37,305,51.0,2024-06-23
INV01326,PROD0095,STR001,398,253,265,16.0,2024-11-17
INV01327,PROD0071,STR001,207,131,157,17.0,2024-08-14
INV01328,PROD0197,STR008,199,14,94,33.0,2025-11-06
INV01329,PROD0115,STR005,245,174,356,54.0,2024-08-15
INV01330,PROD0078,STR008,192,42,301,66.0,2024-06-10
INV01331,PROD0230,STR007,311,269,380,29.0,2025-02-15
INV01332,PROD0171,STR005,136,182,250,12.0,2025-10-12
INV01333,PROD0167,STR005,297,88,197,36.0,2025-09-06
INV01334,PROD0172,STR011,364,207,368,40.0,2025-03-10
INV01335,PROD0132,STR008,402,230,337,24.0,2024-07-31
INV01336,PROD0172,STR002,261,50,251,57.0,2025-05-20
INV01337,PROD0040,STR013,259,205,238,37.0,2024-12-28
INV01338,PROD0108,STR007,223,284,166,44.0,2025-04-14
INV01339,PROD0162,STR008,221,147,124,67.0,2025-06-08
INV01340,PROD0150,STR004,78,247,164,66.0,2024-10-30
INV01341,PROD0165,STR002,199,215,348,27.0,2024-11-18
INV01342,PROD0129,STR015,359,244,8,33.0,2024-12-06
INV01343,PROD0068,STR007,449,299,140,29.0,2025-05-28
INV01344,PROD0003,STR009,490,225,89,14.0,2025-04-01
INV01345,PROD0127,STR011,292,87,88,33.0,2024-05-14
INV01346,PROD0158,STR014,32,228,1,30.0,2024-06-23
INV01347,PROD0168,STR003,493,60,222,71.0,2024-10-01
INV01348,PROD0181,STR010,244,11,386,67.0,2024-07-05
INV01349,PROD0068,STR007,20,34,220,62.0,2024-08-30
INV01350,PROD0240,STR015,258,266,204,30.0,2024-05-22
INV01351,PROD0140,STR013,332,216,347,71.0,2024-10-14
INV01352,PROD0171,STR004,168,225,4,36.0,2025-10-20
INV01353,PROD0168,STR013,426,246,26,44.0,2025-06-20
INV01354,PROD0117,STR012,402,299,184,61.0,2024-10-18
INV01355,PROD0239,STR010,72,218,277,64.0,2024-01-26
INV01356,PROD0024,STR006,29,44,385,18.0,2025-10-25
INV01357,PROD0191,STR007,215,127,288,73.0,2024-08-14
INV01358,PROD0068,STR002,474,179,396,30.0,2025-03-26
INV01359,PROD0229,STR012,393,94,275,62.0,2025-10-12
INV01360,PROD0131,STR007,137,238,152,66.0,2024-12-21
INV01361,PROD0085,STR007,425,51,315,16.0,2024-11-30
INV01362,PROD0072,STR007,46,261,100,21.0,2024-08-06
INV01363,PROD0057,STR001,338,38,145,52.0,2025-09-25
INV01364,PROD0029,STR007,144,28,63,58.0,2025-03-02
INV01365,PROD0204,STR005,98,24,121,51.0,2025-08-20
INV01366,PROD0236,STR013,62,111,167,74.0,2025-01-11
INV01367,PROD0030,STR013,374,243,242,53.0,2024-12-31
INV01368,PROD0145,STR006,269,265,339,13.0,2024-09-09
INV01369,PROD0090,STR012,224,134,35,36.0,2025-06-28
INV01370,PROD0039,STR015,378,243,19,49.0,2024-09-27
INV01371,PROD0150,STR010,80,93,286,19.0,2025-05-18
INV01372,PROD0020,STR013,239,122,215,46.0,2025-04-10
INV01373,PROD0125,STR014,222,165,179,58.0,2025-04-27
INV01374,PROD0132,STR004,122,33,163,14.0,2024-09-23
INV01375,PROD0134,STR009,47,135,393,51.0,2025-06-21
INV01376,PROD0057,STR010,37,34,100,32.0,2024-03-01
INV01377,PROD0012,STR008,460,53,295,79.0,2024-01-11
INV01378,PROD0037,STR002,79,203,191,36.0,2024-10-30
INV01379,PROD0157,STR010,147,25,70,39.0,2025-04-26
INV01380,PROD0127,STR008,291,76,212,58.0,2025-08-08
INV01381,PROD0166,STR008,269,135,199,75.0,2024-12-27
INV01382,PROD0007,STR010,316,7,254,31.0,2024-01-20
INV01383,PROD0102,STR008,133,278,98,31.0,2024-02-13
INV01384,PROD0125,STR002,489,237,48,74.0,2024-11-20
INV01385,PROD0126,STR002,279,73,258,63.0,2024-07-21
INV01386,PROD0128,STR014,258,274,113,79.0,2024-02-16
INV01387,PROD0093,STR010,315,239,30,16.0,2025-03-12
INV01388,PROD0124,STR008,63,152,100,44.0,2025-10-28
INV01389,PROD0050,STR002,148,87,182,74.0,2024-12-08
INV01390,PROD0062,STR008,149,264,358,58.0,2025-04-21
INV01391,PROD0185,STR007,54,107,0,39.0,2025-06-17
INV01392,PROD0021,STR015,353,179,339,34.0,2025-11-17
INV01393,PROD0184,STR001,395,170,169,45.0,2025-08-30
INV01394,PROD0030,STR002,89,208,303,54.0,2024-09-11
INV01395,PROD0133,STR013,175,119,34,25.0,2024-08-20
INV01396,PROD0026,STR007,324,273,187,77.0,2025-06-27
INV01397,PROD0171,STR005,381,140,103,70.0,2025-04-10
INV01398,PROD0107,STR010,47,148,377,30.0,2025-08-25
INV01399,PROD0062,STR006,59,60,202,42.0,2024-08-10
INV01400,PROD0152,STR005,285,82,186,63.0,2024-10-20
INV01401,PROD0162,STR015,237,131,311,19.0,2024-02-09
INV01402,PROD0239,STR004,425,50,386,49.0,2025-11-05
INV01403,PROD0077,STR015,47,257,184,36.0,2024-10-03
INV01404,PROD0118,STR007,334,158,259,75.0,2024-11-05
INV01405,PROD0200,STR009,65,176,23,68.0,2025-01-15
INV01406,PROD0119,STR010,311,166,338,34.0,2024-07-10
INV01407,PROD0068,STR007,450,104,209,38.0,2024-05-19
INV01408,PROD0244,STR010,470,195,56,14.0,2024-08-18
INV01409,PROD0067,STR014,89,25,358,45.0,2024-09-05
INV01410,PROD0217,STR002,234,265,81,16.0,2024-05-22
INV01411,PROD0113,STR014,45,293,309,63.0,2024-06-30
INV01412,PROD0164,STR011,61,62,172,40.0,2025-11-12
INV01413,PROD0233,STR008,303,130,213,56.0,2024-06-04
INV01414,PROD0062,STR012,99,140,88,55.0,2024-02-27
INV01415,PROD0156,STR010,303,229,220,63.0,2025-03-30
INV01416,PROD0013,STR001,115,98,196,42.0,2024-01-23
INV01417,PROD0165,STR002,487,93,167,17.0,2024-07-24
INV01418,PROD0134,STR002,243,247,89,62.0,2024-02-05
INV01419,PROD0016,STR014,246,185,29,34.0,2024-12-21
INV01420,PROD0039,STR002,126,19,81,38.0,2024-02-02
INV01421,PROD0090,STR002,438,178,131,77.0,2024-06-28
INV01422,PROD0059,STR003,493,19,35,15.0,2024-06-12
INV01423,PROD0010,STR007,449,150,67,46.0,2025-08-20
INV01424,PROD0034,STR005,240,138,37,59.0,2025-02-02
INV01425,PROD0084,STR012,219,45,311,25.0,2025-07-12
INV01426,PROD0211,STR013,441,248,265,31.0,2025-06-12
INV01427,PROD0201,STR011,214,182,229,24.0,2024-07-03
INV01428,PROD0197,STR002,76,84,18,14.0,2025-05-10
INV01429,PROD0099,STR005,410,10,129,42.0,2024-01-19
INV01430,PROD0237,STR014,458,161,261,68.0,2024-12-29
INV01431,PROD0096,STR011,462,202,250,77.0,2025-05-14
INV01432,PROD0147,STR014,366,61,398,56.0,2024-09-30
INV01433,PROD0013,STR011,135,249,396,69.0,2024-11-23
INV01434,PROD0076,STR008,290,171,127,72.0,2024-07-03
INV01435,PROD0190,STR008,354,10,50,23.0,2025-08-12
INV01436,PROD0154,STR002,346,228,186,29.0,2024-03-08
INV01437,PROD0214,STR013,341,212,90,64.0,2025-09-24
INV01438,PROD0073,STR007,217,233,296,38.0,2024-05-06
INV01439,PROD0005,STR011,66,11,377,54.0,2024-12-28
INV01440,PROD0090,STR003,37,45,163,19.0,2024-06-30
INV01441,PROD0152,STR002,313,158,39,36.0,2024-12-26
INV01442,PROD0230,STR012,311,258,356,74.0,2025-09-19
INV01443,PROD0101,STR011,28,209,195,45.0,2025-06-08
INV01444,PROD0189,STR006,83,235,369,58.0,2025-03-17
INV01445,PROD0199,STR007,147,73,197,26.0,2024-10-02
INV01446,PROD0239,STR011,296,168,218,63.0,2025-05-17
INV01447,PROD0096,STR005,358,156,15,62.0,2025-05-27
INV01448,PROD0186,STR009,159,142,221,24.0,2025-10-23
INV01449,PROD0124,STR010,300,110,163,64.0,2024-01-18
INV01450,PROD0101,STR010,226,111,276,61.0,2025-09-04
INV01451,PROD0091,STR007,135,217,158,34.0,2024-12-23
INV01452,PROD0137,STR012,470,117,164,24.0,2024-10-30
INV01453,PROD0222,STR011,77,157,104,53.0,2024-06-23
INV01454,PROD0123,STR013,108,118,179,40.0,2024-04-22
INV01455,PROD0173,STR013,422,69,303,43.0,2024-05-03
INV01456,PROD0071,STR004,226,230,6,71.0,2024-03-04
INV01457,PROD0041,STR005,434,166,245,61.0,2025-04-23
INV01458,PROD0127,STR015,440,142,231,18.0,2024-07-29
INV01459,PROD0137,STR002,320,40,284,78.0,2025-05-25
INV01460,PROD0217,STR013,23,67,165,67.0,2024-12-09
INV01461,PROD0134,STR012,330,71,328,13.0,2024-08-06
INV01462,PROD0195,STR003,498,111,198,58.0,2025-02-26
INV01463,PROD0096,STR003,468,166,197,36.0,2024-11-06
INV01464,PROD0085,STR002,446,52,38,54.0,2024-11-09
INV01465,PROD0092,STR009,107,233,351,44.0,2024-11-11
INV01466,PROD0048,STR011,140,105,270,49.0,2025-08-18
INV01467,PROD0112,STR002,372,254,306,66.0,2025-01-19
INV01468,PROD0172,STR010,81,297,180,26.0,2025-11-04
INV01469,PROD0207,STR015,146,95,5,61.0,2025-10-02
INV01470,PROD0115,STR006,491,71,192,70.0,2024-05-06
INV01471,PROD0190,STR003,490,34,81,21.0,2025-04-10
INV01472,PROD0227,STR005,74,115,142,73.0,2025-10-02
INV01473,PROD0058,STR011,183,254,223,66.0,2024-03-16
INV01474,PROD0242,STR010,219,104,327,42.0,2025-04-16
INV01475,PROD0065,STR009,89,58,228,42.0,2024-11-05
INV01476,PROD0117,STR015,370,255,71,74.0,2025-09-25
INV01477,PROD0101,STR001,399,35,367,15.0,2025-05-14
INV01478,PROD0130,STR007,219,263,175,19.0,2025-07-01
INV01479,PROD0183,STR008,187,208,178,59.0,2025-08-09
INV01480,PROD0065,STR001,24,262,210,27.0,2024-02-08
INV01481,PROD0165,STR011,172,5,8,65.0,2024-07-25
INV01482,PROD0181,STR007,119,169,26,64.0,2024-04-19
INV01483,PROD0174,STR015,352,117,237,54.0,2024-09-30
INV01484,PROD0125,STR006,334,220,66,10.0,2025-04-18
INV01485,PROD0116,STR006,41,298,323,77.0,2025-02-15
INV01486,PROD0084,STR008,262,219,9,13.0,2024-09-12
INV01487,PROD0211,STR008,461,230,135,53.0,2025-10-08
INV01488,PROD0084,STR003,208,23,368,37.0,2025-07-29
INV01489,PROD0178,STR009,21,3,130,54.0,2024-07-26
INV01490,PROD0148,STR008,50,56,74,75.0,2024-10-25
INV01491,PROD0062,STR001,373,281,268,79.0,2024-01-04
INV01492,PROD0106,STR003,181,272,22,19.0,2025-03-01
INV01493,PROD0087,STR008,198,289,29,66.0,2024-01-09
INV01494,PROD0137,STR012,20,181,5,59.0,2025-02-21
INV01495,PROD0003,STR006,34,83,247,57.0,2025-03-22
INV01496,PROD0009,STR009,157,164,173,12.0,2024-03-25
INV01497,PROD0217,STR003,340,45,23,69.0,2024-06-16
INV01498,PROD0101,STR012,233,141,101,73.0,2024-07-07
INV01499,PROD0201,STR011,299,201,241,30.0,2025-06-19
INV01500,PROD0136,STR005,306,163,255,51.0,2024-03-03
INV01501,PROD0217,STR006,167,264,363,30.0,2024-02-09
INV01502,PROD0236,STR004,490,119,166,59.0,2025-10-19
INV01503,PROD0146,STR003,478,31,153,17.0,2024-01-31
INV01504,PROD0088,STR005,264,234,395,33.0,2024-11-30
INV01505,PROD0108,STR009,337,173,204,76.0,2025-06-12
INV01506,PROD0028,STR011,92,130,342,61.0,2025-10-09
INV01507,PROD0148,STR003,156,3,192,17.0,2024-04-05
INV01508,PROD0226,STR001,439,229,124,67.0,2025-11-12
INV01509,PROD0075,STR006,149,63,18,44.0,2025-09-17
INV01510,PROD0187,STR011,236,200,322,10.0,2024-08-24
INV01511,PROD0169,STR015,401,55,202,21.0,2024-08-16
INV01512,PROD0224,STR001,171,161,66,17.0,2024-05-27
INV01513,PROD0125,STR006,79,133,323,50.0,2024-01-05
INV01514,PROD0137,STR006,212,39,13,32.0,2024-04-14
INV01515,PROD0051,STR005,465,274,112,70.0,2024-02-15
INV01516,PROD0137,STR003,61,9,269,20.0,2024-08-24
INV01517,PROD0060,STR011,354,49,301,51.0,2025-08-24
INV01518,PROD0174,STR014,425,171,231,16.0,2025-05-30
INV01519,PROD0219,STR007,75,53,35,47.0,2024-12-04
INV01520,PROD0036,STR013,353,109,234,64.0,2024-06-03
INV01521,PROD0097,STR004,497,10,96,65.0,2025-03-06
INV01522,PROD0085,STR002,494,189,188,31.0,2025-12-01
INV01523,PROD0177,STR003,132,121,34,33.0,2024-12-10
INV01524,PROD0005,STR010,483,283,395,45.0,2024-10-14
INV01525,PROD0180,STR008,410,45,54,69.0,2024-11-28
INV01526,PROD0054,STR001,73,217,149,23.0,2024-04-04
INV01527,PROD0101,STR012,40,81,226,45.0,2025-09-27
INV01528,PROD0033,STR004,311,193,68,66.0,2024-08-18
INV01529,PROD0001,STR015,296,217,161,35.0,2024-01-13
INV01530,PROD0091,STR005,170,57,291,78.0,2024-05-05
INV01531,PROD0218,STR003,176,132,218,27.0,2024-01-14
INV01532,PROD0154,STR005,413,235,294,18.0,2025-04-06
INV01533,PROD0003,STR011,351,295,390,25.0,2024-03-28
INV01534,PROD0039,STR003,302,163,264,39.0,2025-04-07
INV01535,PROD0250,STR012,413,210,33,67.0,2025-01-27
INV01536,PROD0159,STR007,405,116,13,41.0,2024-05-27
INV01537,PROD0188,STR003,31,140,157,41.0,2024-10-23
INV01538,PROD0022,STR010,240,50,80,41.0,2025-11-08
INV01539,PROD0079,STR010,306,53,229,26.0,2024-04-21
INV01540,PROD0003,STR001,366,204,263,30.0,2025-09-17
INV01541,PROD0214,STR010,258,176,253,62.0,2024-03-21
INV01542,PROD0022,STR006,289,239,98,42.0,2024-01-22
INV01543,PROD0248,STR002,234,219,187,76.0,2024-05-16
INV01544,PROD0070,STR014,456,88,110,67.0,2024-05-08
INV01545,PROD0148,STR012,37,77,166,16.0,2024-05-31
INV01546,PROD0147,STR015,378,288,183,41.0,2025-01-13
INV01547,PROD0216,STR004,37,223,296,49.0,2024-02-13
INV01548,PROD0039,STR014,187,49,134,71.0,2024-04-05
INV01549,PROD0145,STR004,116,257,185,44.0,2025-08-01
INV01550,PROD0166,STR003,381,136,160,29.0,2024-11-12
INV01551,PROD0218,STR004,307,259,156,46.0,2024-03-31
INV01552,PROD0188,STR014,387,229,2,46.0,2025-03-07
INV01553,PROD0237,STR011,219,153,387,23.0,2025-10-05
INV01554,PROD0169,STR005,463,73,40,43.0,2025-05-20
INV01555,PROD0009,STR004,312,159,231,58.0,2024-07-26
INV01556,PROD0108,STR015,162,67,198,43.0,2024-12-24
INV01557,PROD0175,STR005,179,75,8,30.0,2025-08-30
INV01558,PROD0235,STR009,471,132,325,60.0,2024-08-21
INV01559,PROD0218,STR010,259,278,190,15.0,2024-03-30
INV01560,PROD0118,STR001,378,227,150,40.0,2024-12-30
INV01561,PROD0074,STR013,443,104,278,50.0,2025-08-01
INV01562,PROD0210,STR014,39,295,104,46.0,2024-01-07
INV01563,PROD0047,STR003,261,232,176,48.0,2024-03-05
INV01564,PROD0067,STR002,185,223,232,43.0,2024-01-22
INV01565,PROD0167,STR007,267,167,13,51.0,2025-09-18
INV01566,PROD0045,STR007,68,116,279,38.0,2024-05-18
INV01567,PROD0209,STR005,460,42,97,37.0,2024-06-06
INV01568,PROD0106,STR007,151,293,29,62.0,2025-01-20
INV01569,PROD0117,STR015,219,56,293,64.0,2025-10-17
INV01570,PROD0113,STR003,488,26,40,26.0,2025-07-05
INV01571,PROD0159,STR010,433,171,380,21.0,2024-02-07
INV01572,PROD0014,STR014,242,134,338,12.0,2024-03-28
INV01573,PROD0240,STR012,397,231,303,59.0,2025-07-17
INV01574,PROD0077,STR012,335,120,353,64.0,2024-07-25
INV01575,PROD0232,STR011,388,170,24,27.0,2025-10-26
INV01576,PROD0013,STR008,376,141,337,56.0,2025-01-27
INV01577,PROD0162,STR001,120,12,336,19.0,2024-10-22
INV01578,PROD0146,STR010,219,154,373,73.0,2024-01-12
INV01579,PROD0234,STR004,365,29,167,49.0,2025-11-16
INV01580,PROD0140,STR008,386,159,55,17.0,2025-08-20
INV01581,PROD0112,STR002,444,5,274,47.0,2025-01-12
INV01582,PROD0203,STR005,261,79,326,32.0,2025-11-03
INV01583,PROD0241,STR008,261,158,368,62.0,2025-06-20
INV01584,PROD0168,STR006,23,264,122,74.0,2024-01-13
INV01585,PROD0175,STR005,248,75,215,49.0,2024-01-08
INV01586,PROD0007,STR015,204,82,325,72.0,2025-03-18
INV01587,PROD0094,STR009,430,168,115,33.0,2024-09-16
INV01588,PROD0141,STR007,215,26,138,76.0,2025-05-13
INV01589,PROD0097,STR001,467,15,13,14.0,2025-03-11
INV01590,PROD0093,STR012,26,210,55,77.0,2024-06-04
INV01591,PROD0186,STR005,139,135,286,19.0,2024-03-04
INV01592,PROD0075,STR003,127,221,13,51.0,2024-04-22
INV01593,PROD0243,STR006,311,84,244,70.0,2024-05-19
INV01594,PROD0199,STR008,403,226,218,62.0,2025-08-06
INV01595,PROD0062,STR001,147,100,74,31.0,2024-01-21
INV01596,PROD0098,STR015,405,261,73,46.0,2025-09-08
INV01597,PROD0238,STR007,245,233,276,31.0,2025-11-04
INV01598,PROD0034,STR010,231,223,126,61.0,2025-05-02
INV01599,PROD0035,STR011,345,81,270,49.0,2025-01-02
INV01600,PROD0042,STR004,292,219,317,29.0,2025-09-06
INV01601,PROD0200,STR007,402,278,97,55.0,2025-03-01
INV01602,PROD0216,STR002,487,80,22,10.0,2024-02-13
INV01603,PROD0207,STR011,275,249,251,66.0,2024-03-18
INV01604,PROD0102,STR008,151,218,393,48.0,2025-11-27
INV01605,PROD0095,STR006,492,154,177,57.0,2024-03-28
INV01606,PROD0191,STR006,285,78,316,69.0,2025-10-14
INV01607,PROD0232,STR004,304,154,201,62.0,2025-02-11
INV01608,PROD0183,STR012,330,76,329,52.0,2025-05-19
INV01609,PROD0003,STR015,351,265,229,23.0,2025-03-11
INV01610,PROD0092,STR010,330,5,71,28.0,2024-12-03
INV01611,PROD0016,STR011,180,287,21,57.0,2025-10-13
INV01612,PROD0120,STR012,147,209,370,11.0,2024-01-09
INV01613,PROD0032,STR006,281,126,371,14.0,2024-05-03
INV01614,PROD0134,STR003,128,29,106,55.0,2024-05-01
INV01615,PROD0111,STR010,476,22,348,34.0,2025-03-20
INV01616,PROD0038,STR009,58,293,13,26.0,2025-04-08
INV01617,PROD0020,STR010,67,173,290,67.0,2025-05-01
INV01618,PROD0150,STR013,188,126,44,36.0,2025-06-23
INV01619,PROD0234,STR010,478,37,216,22.0,2024-09-13
INV01620,PROD0017,STR015,108,70,192,69.0,2024-02-29
INV01621,PROD0150,STR013,338,247,97,39.0,2025-04-12
INV01622,PROD0059,STR009,137,101,175,39.0,2025-03-07
INV01623,PROD0212,STR005,358,212,30,32.0,2024-06-22
INV01624,PROD0107,STR011,242,258,352,37.0,2024-05-23
INV01625,PROD0082,STR002,54,135,145,57.0,2024-04-30
INV01626,PROD0016,STR006,369,244,157,18.0,2024-07-14
INV01627,PROD0158,STR008,313,296,25,62.0,2024-08-22
INV01628,PROD0163,STR001,207,113,347,68.0,2024-10-31
INV01629,PROD0199,STR002,485,30,395,54.0,2024-11-23
INV01630,PROD0098,STR005,234,147,40,23.0,2025-11-12
INV01631,PROD0209,STR014,109,20,179,66.0,2025-01-29
INV01632,PROD0014,STR015,469,117,395,38.0,2025-07-30
INV01633,PROD0154,STR015,149,119,372,77.0,2024-04-18
INV01634,PROD0058,STR009,453,168,140,52.0,2025-06-06
INV01635,PROD0177,STR003,399,280,290,11.0,2025-08-28
INV01636,PROD0019,STR007,420,199,388,37.0,2025-06-21
INV01637,PROD0138,STR002,168,207,157,13.0,2024-12-17
INV01638,PROD0003,STR001,215,84,107,77.0,2025-01-16
INV01639,PROD0208,STR002,180,115,330,50.0,2024-04-28
INV01640,PROD0082,STR001,417,174,212,61.0,2024-06-23
INV01641,PROD0063,STR008,376,101,301,18.0,2025-07-14
INV01642,PROD0074,STR010,97,156,122,70.0,2025-02-11
